cloverID,cloverName,iParent,iSelectionName,iPrice,iListPrice,iStock,iSell
75GZGXZ90RDNT,Als Black Pearl Base QT,,,5900,,0,1
566AKHRAP49XW,Aluminum Block Manifold,MANIFOLD,,3995,0,0,1
N61ETVWBXJN38,Aluminum Block Manifold 12 port,,,7995,,0,1
MYZTH6HQDY1V6,"Aluminum Brush Box 10""x5",,,1695,,-1,1
ZWYBG01BEPS1C,"Ambient Dryer/Water Separator 1/4""auto Drain SMC",,,8495,,0,1
N7BE6N5XH16C4,Ambient Dryer/Water Separator by SMC Corp.,AMG150-N02B,,5550,0,2,1
BPYG54P3JF8Y8,"Ambient Dryer/Water Separator by SMC Corp. 1/4"" ( NO auto drain )",,,6995,,-2,1
Z1T8GV1ZD77MY,"Ambient Dryer/Water Separator by SMC Corp. 1/4"" AUTO DRAIN",,,9995,,7,1
0A38XX4BE964M,"Ambient Dryer/Water Separator by SMC Corp. 3/8"" AUTO DRAIN",,,9995,,-2,1
R7GTKVTWB6ABM,"AMD150C-550C/AMD650-850, Micro Mist Separator, New Style 1/4",,,0,,-1,1
FX0P06N7JMHTW,Anest Iwata Black Ops LPH-400LV 1.4mm w/ 700ml Cup,,,56500,,-1,1
ECYGFXJMESY3R,Anest Iwata Black Ops LPH-80 1.0 w/150ml Cup,,,41995,,-4,1
9V7V9F4MM0SYG,Anest Iwata Black Ops LS400 1.3 Silver Cap *Gun Only*,,,69000,,-1,1
BMECSD7RVXYZ8,Anest Iwata Black Ops LS400 Super Nova Gold Cap 1.3 w/ 1000ml Cup,,,75500,,0,1
ZDZX9T9XCB1SC,Anest Iwata Color Identification Caps (5),93710530,,1495,0,0,1
MDCDPYJASC7ZY,Iwata PCG1D-1 70ML (3oz) Aluminum Cup For LPH80,6050,,4695,0,0,1
01WD4TXKMB7YY,Anest Iwata Spray Gun Lube 10 Pack,8511,10 Pack (8511-PK),2800,,11,1
3GCJWNCNR02TE,Anest Iwata Spray Gun Lube Single,8511,Single (8511),495,0,-2,1
7A83T8074AHZJ,Anest Iwata 250ML Side Gravity Cup,6009,,4590,0,2,1
9KYYHN7RG8QQW,Anest Iwata AK-1B Air Control Valve 60psi,,,5695,,-15,1
JRZHNXJ65F5PJ,Anest Iwata AK-1B2 Air Control Valve 60psi,8130B,,6495,0,-12,1
2RPC1MCRZVBFY,Anest Iwata AK-1R2 2nd Gen. Regulator & Gauge (Blue Knob),8131B,,6495,0,-31,1
5CM3MD9Q3WCG6,Anest Iwata Spray Gun Keychain,AIKEYCHAIN,,1495,0,-71,1
YDJ0N8QGGP2NR,Angel 16oz Mixing Cup,,,34,,0,1
1ZXS7Y9CPHRJC,Angel 2.5 qt Mixing Cup,,,86,,0,1
32BSGNPE44DWM,Angel 32oz Mixing Cup,,,38,,0,1
90GRB7X1MYV0Y,Angel 5qt Mixing Cup,,,147,,0,1
9YRM1CR5EKB2C,Angle Die Grinder Mini,AF2001,,6995,0,2,1
2HBT8QYMPAVK2,"Mack 4090 #½"" Angular Fitch Liner",,,195,,-26,1
PAFE9E5FV8J5A,APC-712 CLEAR FOR CHROME,,,10900,,0,1
KF8WH49BAD3WJ,Aqua Flow Flow Improver 16oz,,,1685,,5,1
C98F83A9TPD7E,Aqua Flow Flow Improver 8oz,,,1029,,-2,1
8HK2VQZ096CF4,Aqua Flow Hot Aqua 16oz,,,1750,,-10,1
4WMYYGNK0D0V6,Aqua Flow Hot Aqua 32oz,,,3600,,1,1
SP8XPFYKAWVKY,Aqua Flow Hot Aqua 4oz,,,715,,3,1
VND1DW4Y1NMJE,Aqua Flow Hot Aqua 8oz,,,1125,,5,1
D92TAXF6M532A,Aqua Flow Hot Blue 16oz,,,2200,,0,1
K2GKA9X47E9NY,Aqua Flow Hot Blue 32oz,,,3600,,-1,1
73WJCJH1A5W6P,Aqua Flow Hot Blue 4oz,,,715,,5,1
038YZAM6Q9NNW,Aqua Flow Hot Blue 8 oz,,,1125,,3,1
MZJ1ZCHPE27ZT,Aqua Flow Hot Blue Gallon,,,9500,,0,1
RWZR9Y7K8QA4W,Aqua Flow Hot Green 16oz,,,2200,,-1,1
AHJEWKSX7109W,Aqua Flow Hot Green 32oz,,,3600,,5,1
8P9QMWDNPNNV6,Aqua Flow Hot Green 4 oz,,,715,,-2,1
AA75VHX84V0X6,Aqua Flow Hot Green 8oz,,,1125,,4,1
JNX2R3BBN0EHY,Aqua Flow Hot Orange  32oz,,,3600,,0,1
VP73E5N2C7R5T,Aqua Flow Hot Orange 16oz,,,2200,,1,1
XPDDRXMPFXSX0,Aqua Flow Hot Orange 4oz,,,715,,-7,1
6ASK4TBZPQZ8Y,Aqua Flow Hot Orange 8 oz,,,1125,,7,1
RH709SR792ZVJ,Aqua Flow Hot Pink 16oz,,,2200,,11,1
66XBN0ZSRVM7E,Aqua Flow Hot Pink 32oz,,,3600,,-17,1
MJS2TB8NYE2X2,Aqua Flow Hot Pink 4oz,,,715,,1,1
A01YA9PWAE4VW,Aqua Flow Hot Pink 8oz,,,1125,,4,1
D895CNHN6CRNY,Aqua Flow Hot Pink Gallon,,,9500,,0,1
XE0V7185YC77J,Aqua Flow Hot Purple 16oz,,,2200,,2,1
6D9MYG14HGT1T,Aqua Flow Hot Purple 32oz,,,3600,,1,1
XSGZ3FF18D2VM,Aqua Flow Hot Purple 4oz,,,715,,2,1
HZ5DAD0N08JKA,Aqua Flow Hot Purple 8oz,,,1125,,3,1
3WN270G85ANH6,Aqua Flow Hot Red 16oz,,,2200,,-1,1
QVG867TRDA5S4,Aqua Flow Hot Red 32oz,,,3600,,2,1
BSK8X0JFGCCM4,Aqua Flow Hot Red 4oz,,,715,,5,1
AS9S9924RT6NT,Aqua Flow Hot Red 8 oz,,,1125,,6,1
QMZJ9QJHYY2XP,Aqua Flow Hot Rocket Red 16oz,,,2200,,1,1
87JC5BWJZTT9Y,Aqua Flow Hot Rocket Red 32oz,,,3600,,8,1
7QJN3WHP5JXV8,Aqua Flow Hot Rocket Red 4oz,,,715,,4,1
QN7WX0T0AT57P,Aqua Flow Hot Tracer 32oz,,,5200,,4,1
A9ZA7TEQGNJH0,Aqua Flow Hot Tracer Black Light 16oz,,,3200,,-2,1
YEHTXF3PVK7H6,Aqua Flow Hot Tracer Black Light 8oz,,,1500,,0,1
YVQGRZF3A0XAA,Aqua Flow Hot Tracer Blacklight 4oz,,,1100,,3,1
P5Y9HX8E09FBW,Aqua Flow Hot Tracer Blacklight Gallon,,,15000,,0,1
NQDDV2DR1ZPN8,Aqua Flow Hot Violet Strawberry 16oz,,,2200,,7,1
V3Y331RKK47FP,Aqua Flow Hot Violet Strawberry 32oz,,,3600,,-1,1
86YX4G5AVP5RY,Aqua Flow Hot Violet Strawberry 4oz,,,715,,5,1
SYBY4K85HAX6R,Aqua Flow Hot Yellow 16oz,,,2200,,-3,1
AM9HGT42MANXY,Aqua Flow Hot Yellow 32oz,,,3600,,2,1
DYVH17VJC0D2W,Aqua Flow Hot Yellow 4oz,,,715,,-2,1
332R00MBEMZFY,Aqua Flow Hot Yellow 8oz,,,1125,,-5,1
94NE37TCRE4HG,Aqua Flow Hot Yellow Gallon,,,9500,,0,1
A47VWVC40XFZ4,Aqua Flow Jet Black 16oz,,,2100,,-19,1
SMPZF7TCYBKVY,Aqua Flow Jet Black 32oz,,,3600,,-41,1
43BTJDEZXG0MW,Aqua Flow Jet Black 4oz,,,715,,6,1
N6Q0AQ8MJYXVP,Aqua Flow Jet Black 8oz,,,1125,,23,1
GM8Z8H9380M1P,Aqua Flow Jet Black Gallon,,,9500,,1,1
1C4M8D4259H4C,Aqua Flow Olive Green 16 oz,,,2100,,-3,1
CX502GXFNNH3P,Aqua Flow Op. Yellow 32oz,,,3600,,-1,1
XSRXFACPJ8BK4,Aqua Flow Opaque Aqua 16oz,,,2100,,-3,1
PJK8AA14M8BKG,Aqua Flow Opaque Aqua 32oz,,,3600,,2,1
R7M2QR9TV8WK6,Aqua Flow Opaque Aqua 4oz,,,715,,1,1
35RMGY8NNXFZY,Aqua Flow Opaque Aqua 8oz,,,1125,,3,1
5X2D3Z0YFE6D0,Aqua Flow Opaque Black 16oz,,,2100,,-4,1
DGABFK40BRNJP,Aqua Flow Opaque Black 32oz,,,3600,,-1,1
Z2WC10P7TZTEC,Aqua Flow Opaque Black 4oz,,,715,,-2,1
TAT87TN4AC9W4,Aqua Flow Opaque Black 8oz,,,1125,,18,1
YTM4P7YEF0PFP,Aqua Flow Opaque Black Gallon,,,9500,,2,1
2NQKK9PJ85QP6,Aqua Flow Opaque Blue 16oz,,,2100,,-1,1
ZGRVKG17KRY9J,Aqua Flow Opaque Blue 32oz,,,3600,,1,1
BYX71WQ3S1K64,Aqua Flow Opaque Blue 4oz,,,715,,1,1
3VW6B85VB4SC8,Aqua Flow Opaque Blue 8oz,,,1125,,-2,1
2BDS55DNFB0V0,Aqua Flow Opaque Fleshtone 16oz,,,2100,,-5,1
QK6M29R8D03NP,Aqua Flow Opaque Fleshtone 32oz,,,3600,,-2,1
JK6SKZM0Q7AGW,Aqua Flow Opaque Fleshtone 4oz,,,715,,1,1
4ZQRQXTFHWCXJ,Aqua Flow Opaque Fleshtone 8oz,,,1125,,-1,1
JGKWV91D2C614,Aqua Flow Opaque Green 4oz,,,715,,-2,1
4X4ZPGH3TWY8G,Aqua Flow Opaque Green 8oz,,,1125,,-3,1
48R9DV31AF026,Aqua Flow Opaque Grey 16oz,,,2100,,0,1
SBFT4GZKE9862,Aqua Flow Opaque Grey 32oz,,,3600,,3,1
ZSQ2BMXWZ9Z9J,Aqua Flow Opaque Grey 4oz,,,715,,0,1
DDB6T2B7YB5GA,Aqua Flow Opaque Grey 8oz,,,1125,,7,1
ZRW2HNK5HK3C8,Aqua Flow Opaque Orange 16oz,,,2100,,8,1
TV64M1CFJ2W78,Aqua Flow Opaque Orange 32 oz,,,3600,,3,1
B8D9TAXNA2FZA,Aqua Flow Opaque Orange 4oz,,,715,,-3,1
M274JWGB7282Y,Aqua Flow Opaque Orange 8oz,,,1125,,9,1
S1MV4BGFSR3WR,Aqua Flow Opaque Peach 16oz,,,2100,,2,1
0QPJGD0MZG5YY,Aqua Flow Opaque Peach 4oz,,,715,,4,1
0QPGTHYK3HY7R,Aqua Flow Opaque Peach 8oz,,,1125,,10,1
5JCVKCSXP4H8P,Aqua Flow Opaque Pink 16oz,,,2100,,-3,1
1PK1F0TV9B6JW,Aqua Flow Opaque Pink 32oz,,,3600,,1,1
YJCMAEP78KXER,Aqua Flow Opaque Pink 4oz,,,715,,2,1
75S6KRYA1NC7A,Aqua Flow Opaque Pink 8oz,,,1125,,3,1
SCRRVJZV3THY4,Aqua Flow Opaque Purple 16oz,,,2100,,0,1
NAME1FXFB4FAJ,Aqua Flow Opaque Purple 32oz,,,3600,,5,1
APYDGCEJBE354,Aqua Flow Opaque Purple 4oz,,,715,,1,1
Z6XARCH7SKFX2,Aqua Flow Opaque Purple 8oz,,,1125,,4,1
9QTX4N1CTMJA6,Aqua Flow Opaque Red 16oz,,,2100,,0,1
N754B4DAWECV2,Aqua Flow Opaque Red 32oz,,,3600,,-4,1
3JDBNBSJ2014G,Aqua Flow Opaque Red 4oz,,,715,,1,1
R6BZF9NMT1X34,Aqua Flow Opaque Red 8oz,,,1125,,3,1
6B0A23S30H394,Aqua Flow Opaque Sky Blue 16oz,,,2100,,-5,1
XWKKRSF4JWEM4,Aqua Flow Opaque Sky Blue 32oz,,,3600,,-1,1
ECCW7CATHGA1W,Aqua Flow Opaque Sky Blue 4oz,,,715,,5,1
GYW3BDE63ZQ1T,Aqua Flow Opaque Sky Blue 8oz,,,1125,,7,1
XG19284584QDY,Aqua Flow Opaque White 16oz,,,2100,,-5,1
X7VJ1V1MEN9SC,Aqua Flow Opaque White 32oz,,,3600,,-22,1
T7GA9SXAX1JA0,Aqua Flow Opaque White 4oz,,,715,,16,1
P4J1R8XZFHGTM,Aqua Flow Opaque White 8oz,,,1125,,8,1
AC9K5A3RFHTZ8,Aqua Flow Opaque White Gallon,,,9500,,4,1
260FKH60N28BJ,Aqua Flow Opaque Yellow 16oz,,,2100,,-1,1
A6ZFEH0YGEVV2,Aqua Flow Opaque Yellow 4oz,,,715,,-1,1
16JYYSA773NEY,Aqua Flow Opaque Yellow 8oz,,,1125,,-4,1
C5KTF17535MPM,Aqua Flow Retarder 16oz,,,1500,,-6,1
W4J4PDM1BNTKW,Aqua Flow Retarder 2oz,,,300,,0,1
XE97R149Y3V0M,Aqua Flow Retarder 4oz,,,600,,-3,1
Z6XKVK82F866P,Aqua Flow Retarder 8oz,,,900,,1,1
TZ5A7P7K8CTFY,Aqua Flow Scent Grape 2oz,,,600,,0,1
V1XVGBGP334FJ,Aqua Flow Silk Black 16oz,,,2100,,-14,1
QZZ6P969J2F4M,Aqua Flow Silk Black 32oz,,,3600,,-11,1
QBV0J7AZWQ0DE,Aqua Flow Silk Black 4oz,,,715,,-1,1
0FVCJBMG544CC,Aqua Flow Silk Black 8oz,,,1125,,4,1
B65WKWKNGWWV4,Aqua Flow Silk Black Gallon,,,9500,,-1,1
Z0XN7948EPWN2,Aqua Flow Tip Flow 16oz,,,1500,,7,1
TTHRZ1486BB68,Aqua Flow Tip Flow 2oz,,,315,,2,1
6CSAVVEKC8C0Y,Aqua Flow Tip Flow 8oz,,,1000,,3,1
HCWFYMCM896N4,Aqua Flow Top Binder 128oz,,,4850,,1,1
K67C2HR7DCTBE,Aqua Flow Top Binder 16oz,,,1350,,4,1
TYKWWZMEVT33G,Aqua Flow Top Binder 4oz,,,495,,-2,1
HTXY8YHR8MJS4,Aqua Flow Top Binder 8oz,,,900,,-3,1
1XYS935W8F1PW,Aqua Flow Transparent Aqua 16oz,,,2100,,1,1
Q6RCJRX7BVD1P,Aqua Flow Transparent Aqua 32oz,,,3600,,3,1
JJ3DTJ2R5MFYW,Aqua Flow Transparent Aqua 4oz,,,715,,-2,1
AZKGP85D94MH4,Aqua Flow Transparent Aqua 8oz,,,1125,,2,1
16YHHWQWASQPR,Aqua Flow Transparent Blue Pure 16oz,,,2100,,-8,1
4P9ZKKDGRBVFC,Aqua Flow Transparent Blue Pure 32oz,,,3600,,-6,1
BSZQ48HRETA82,Aqua Flow Transparent Blue Pure 4oz,,,715,,4,1
XAQAN3Y90309R,Aqua Flow Transparent Blue Pure 8oz,,,1125,,3,1
QAKG9FTHC5TME,Aqua Flow Transparent Blue Pure Gallon,,,9500,,0,1
7H6FKGBCTM5BJ,Aqua Flow Transparent Brown Blue 16oz,,,2100,,6,1
P79P92FY2FKTE,Aqua Flow Transparent Brown Blue 32oz,,,3600,,13,1
QSDDP3S6R4H6J,Aqua Flow Transparent Brown Blue 4oz,,,715,,0,1
RCAQ6RCS8419C,Aqua Flow Transparent Brown Blue 8oz,,,1125,,2,1
7ARDGEN4HM1E0,Aqua Flow Transparent Brown Blue Gallon,,,9500,,-2,1
P12YWR809W096,Aqua Flow Transparent Brown Red 16oz,,,2100,,-1,1
C6PAZ87JFQ8T4,Aqua Flow Transparent Brown Red 32oz,,,3600,,5,1
S2YAN0VDSDEZG,Aqua Flow Transparent Brown Red 4oz,,,715,,2,1
A2NN35PK8CM2A,Aqua Flow Transparent Brown Red 8oz,,,1125,,0,1
YTSBR5AZ7CTA2,Aqua Flow Transparent Brown Red Gallon,,,9500,,0,1
6QP76KTPP62HC,Aqua Flow Transparent Burnt Orange 16oz,,,2100,,-2,1
E4X00QQQYG4AM,Aqua Flow Transparent Burnt Orange 32oz,,,3600,,1,1
8NN0B2WE4872A,Aqua Flow Transparent Burnt Orange 4oz,,,715,,11,1
1PFGXM4T1SQJP,Aqua Flow Transparent Burnt Orange 8oz,,,1125,,1,1
T3J92KEE74C00,Aqua Flow Transparent Fleshtone 16oz,,,2100,,0,1
YG6S2ABFH9DY8,Aqua Flow Transparent Fleshtone 32oz,,,3600,,-1,1
MFMD7RPDBQJTP,Aqua Flow Transparent Fleshtone 4oz,,,715,,3,1
RWMPX7TNHK6D8,Aqua Flow Transparent Fleshtone 8oz,,,1125,,5,1
XDF2BZAVD1YBE,Aqua Flow Transparent Fuchsia 16oz,,,2100,,2,1
E50ZTFWNTJVBA,Aqua Flow Transparent Fuchsia 32oz,,,3600,,7,1
HVK0PPSTR5RNY,Aqua Flow Transparent Fuchsia 4oz,,,715,,5,1
B80TND5GHY098,Aqua Flow Transparent Fuchsia 8oz,,,1125,,5,1
JBB7WJVM49RPY,Aqua Flow Transparent Gold 16oz,,,2100,,0,1
CFVZ7T5S2TDDG,Aqua Flow Transparent Gold 32oz,,,3600,,3,1
C37RS9QSRAM06,Aqua Flow Transparent Gold 4oz,,,715,,5,1
3BWHQ4AAG9A3M,Aqua Flow Transparent Gold 8oz,,,1125,,4,1
DQEQ76HND58AM,Aqua Flow Transparent Golden Yellow 16oz,,,2100,,2,1
ASM0FKCY4VAXM,Aqua Flow Transparent Golden Yellow 32oz,,,3600,,-17,1
YB53DWDAPNP3M,Aqua Flow Transparent Golden Yellow 4oz,,,715,,1,1
2SS7PBAT9MY14,Aqua Flow Transparent Golden Yellow 8oz,,,1125,,7,1
E6GGMWV9JEPW6,Aqua Flow Transparent Golden Yellow Gallon,,,9500,,0,1
2ETV0AVAYYSSY,Aqua Flow Transparent Green B Forest 16oz,,,2100,,3,1
AANDRE2H1SZ3G,Aqua Flow Transparent Green B Forest 32oz,,,3600,,4,1
CG9PC1REJG0JA,Aqua Flow Transparent Green B Forest 4oz,,,715,,2,1
X7P4J9AEQY8BW,Aqua Flow Transparent Green B Forest Gallon,,,9500,,0,1
ZW1W4FGYRM2JE,Aqua Flow Transparent Green B. Forest 8oz,,,1125,,7,1
BHRSDYEQMWYF6,Aqua Flow Transparent Grey 16oz,,,2100,,5,1
NP3YEH7ADMD48,Aqua Flow Transparent Grey 32oz,,,3600,,4,1
X749KNTZYSGFA,Aqua Flow Transparent Grey 4oz,,,715,,1,1
2GT4VYBH492G4,Aqua Flow Transparent Grey 8oz,,,1125,,1,1
5BR08Z5P1N6B0,Aqua Flow Transparent Hawaiian Green 16oz,,,2100,,7,1
5AY5PXKQCBTVJ,Aqua Flow Transparent Hawaiian Green 32oz,,,3600,,1,1
BA1CG5AHNTHXG,Aqua Flow Transparent Hawaiian Green 4oz,,,715,,1,1
1E12ACPQ947CT,Aqua Flow Transparent Hawaiian Green 8oz,,,1125,,0,1
9KTXDCP09VSWR,Aqua Flow Transparent Hawaiian Green Gallon,,,9500,,0,1
0XDX2SZ8Y3JXY,Aqua Flow Transparent Navy Blue 16oz,,,2100,,-4,1
WX4KDFQ4J15RC,Aqua Flow Transparent Navy Blue 32oz,,,3600,,3,1
66P0J54QZ5VKC,Aqua Flow Transparent Navy Blue 4oz,,,715,,1,1
0PYGSHKKA8DNT,Aqua Flow Transparent Navy Blue 8oz,,,1125,,-3,1
XNP7Z6H16D74R,Aqua Flow Transparent Navy Blue Gallon,,,9500,,0,1
RS7S4GVQFBPZA,Aqua Flow Transparent Olive Green 32oz,,,3600,,0,1
YZPYWPB9JGB0J,Aqua Flow Transparent Olive Green 8oz,,,1125,,-5,1
D7JTPG6W3XXDR,Aqua Flow Transparent Orange Bright 16oz,,,2100,,-2,1
24SM5KAXA4SYG,Aqua Flow Transparent Orange Bright 32oz,,,3600,,-1,1
GTEBT6KTN1B4C,Aqua Flow Transparent Orange Bright 4oz,,,715,,-2,1
2QF4VNVVYF9FW,Aqua Flow Transparent Orange Bright 8oz,,,1125,,2,1
36PPYJDR6XX1G,Aqua Flow Transparent Orange Bright Gallon,,,9500,,0,1
JE0Y9SJJXM5D8,Aqua Flow Transparent Pink Rose 16oz,,,2100,,2,1
RSJKYK8P3SBQ2,Aqua Flow Transparent Pink Rose 32oz,,,3600,,2,1
Z3PFT6GXPFQ5M,Aqua Flow Transparent Pink Rose 4oz,,,715,,5,1
JNH297TNB9RVE,Aqua Flow Transparent Pink Rose 8oz,,,1125,,0,1
C48PTEY5795XM,Aqua Flow Transparent Popsicle Blue,,,2100,,-4,1
GND4RK5A2KFCP,Aqua Flow Transparent Popsicle Blue 32oz,,,3600,,-6,1
CGPKWD31G9DGE,Aqua Flow Transparent Popsicle Blue 4oz,,,715,,-1,1
8G8NBCB8VXD7A,Aqua Flow Transparent Popsicle Blue 8oz,,,1125,,2,1
X0PS6GNE2SK04,Aqua Flow Transparent Popsicle Violet 16oz,,,2100,,2,1
HZ7Y1W7T414GP,Aqua Flow Transparent Popsicle Violet 32oz,,,3600,,5,1
8WQ6DAFM0P8DT,Aqua Flow Transparent Popsicle Violet 4oz,,,715,,1,1
TTZGA39G80WK8,Aqua Flow Transparent Popsicle Violet 8oz,,,1125,,1,1
3WQ7NGSRA06SP,Aqua Flow Transparent Red Pure 16oz,,,2100,,-1,1
A7C43PMHJNWS6,Aqua Flow Transparent Red Pure 32oz,,,3600,,-14,1
72HK2S85495B6,Aqua Flow Transparent Red Pure 4oz,,,715,,3,1
CA9RQWZS97M8A,Aqua Flow Transparent Red Pure 8 oz,,,1125,,6,1
P4JGP6EMEVFT6,Aqua Flow Transparent Red Pure Gallon,,,9500,,0,1
X06Z1YGH06G6T,Aqua Flow Transparent Red Rubine 8oz,,,1125,,2,1
5D79GX7BW6QJ0,Aqua Flow Transparent Royal Blue 16oz,,,2100,,0,1
ZEJ8CYD9PDV9T,Aqua Flow Transparent Royal Blue 32oz,,,3600,,3,1
12NKTWVB5VZHM,Aqua Flow Transparent Royal Blue 4oz,,,715,,0,1
9T9Q7ED9SP7Z4,Aqua Flow Transparent Royal Blue 8oz,,,1125,,3,1
KPM40FC1SM8MA,Aqua Flow Transparent Rubine Red 16oz,,,2100,,4,1
RK1BSRJ3TFQSA,Aqua Flow Transparent Rubine Red 32oz,,,3600,,3,1
T08D4FRFANV54,Aqua Flow Transparent Rubine Red 4OZ,,,715,,7,1
3A6T0C9WRMBYP,Aqua Flow Transparent Turquoise 16oz,,,2100,,4,1
2NQT0AQK9ACVE,Aqua Flow Transparent Turquoise 32oz,,,3600,,3,1
7REM19XQCRZBE,Aqua Flow Transparent Turquoise 4oz,,,715,,4,1
RFM8ASGHFRASW,Aqua Flow Transparent Turquoise 8oz,,,1125,,5,1
Q6CQ3TVKMEC7P,Aqua Flow Transparent Violet 16oz,,,2100,,2,1
C4P89Q98HM3Z0,Aqua Flow Transparent Violet 32oz,,,3600,,0,1
0EV91HB5ABMEW,Aqua Flow Transparent Violet 4oz,,,715,,0,1
9282T0AWM03Z8,Aqua Flow Transparent Violet 8oz,,,1125,,10,1
REW57JPM96KXY,Aqua Flow Transparent Violet Gallon,,,9500,,0,1
7CAG2GJZ92V5C,Aqua Flow Transparent White 4oz,,,715,,5,1
NZ6K2EY52X7X6,Aqua Flow Transparent Wine 16oz,,,2100,,6,1
4YCWD3DGVJHRP,Aqua Flow Transparent Wine 32oz,,,3600,,3,1
4BW2GEAMSCJCW,Aqua Flow Transparent Wine 4oz,,,715,,0,1
26KC3DDS31T60,Aqua Flow Transparent Wine 8oz,,,1125,,4,1
GKAGEZ9S946Z6,Aqua Flow Transparent Yellow Pure 16oz,,,2100,,-2,1
H407YR6DVX3ZC,Aqua Flow Transparent Yellow Pure 32oz,,,3600,,5,1
TZ37BB494A1KG,Aqua Flow Transparent Yellow Pure 4oz,,,715,,5,1
NHBR87Q35RK86,Aqua Flow Transparent Yellow Pure 8oz,,,1125,,0,1
EJHXHJX6FHEPJ,Aqua Flow Transparent Yellow Pure Gallon,,,9500,,4,1
CXT3ZFYPTCKZT,"Artool Architectural Scale 12"" 1/16"",1/32",,,1895,,4,1
H7MR9RKHMZ9F0,"Artool Architectural Scale 12"", 1/16"", 1/32",,,1395,,0,1
YMVB9APT0H7AJ,Artool Architectural Scale 12in Alum.,,,1295,,-2,1
Y4S3EYK81T9C0,"Artool Architectural Scale 6"" 1/4"",1/8",,,895,,0,1
RZ9WAXY1HC3VM,"Artool Architectural Scales 6"" -1/16, 1/32",,,1595,,-1,1
6KB8W6WBTXEVW,Arizona Ice Tea,,,159,,0,1
XT2HDP9N68QAE,Arizona Ice Tea Employee Price,,,100,,0,1
E34ZQWG3Y2KZY,Airbrush Action Dave Nestler's Armed And Fabulous DVD,D1DN01,,2495,0,5,1
KR21GP475A93C,Artograph Filter Pak ( 4ea. midfilter & Polycarb) for 1530 Spraybooth,225-347,,9295,9999,-2,1
4NZZJKW5T979G,Artograph Hard Carrying Case,225-701,,8995,11995,-2,1
1S4FAGFZQ2YDY,"Artograph Light 6"" x 9",A920,,6995,0,-1,1
NY4QB641FBXZC,Artool Aztec FX Template Set by Gerald Mendez,FH-AZTFX1,,4295,0,-3,1
5Z16EDC1S143E,Artool Blasted FX Mini Set by Ryno,,,3495,,9,1
RKJJ96BX9SB2J,Artool Body of Art Electric Blue 1/2 oz,,,695,,0,1
AT5V6YDK8N484,Artool Body of Art Jade Green 1/2 oz,,,695,,-9,1
QCJ4WPWKPJDWW,Artool Body of Art Oriental Red 1/2 oz,,,695,,0,1
BSBZVD270MP3T,Artool Body of Art White 1/2 oz,,,695,,0,1
76BDVW9G08M02,"Artool Cutting Mat Gray/Black 12"" x 18",,,1595,,-11,1
36Q399KJPYC4G,Artool Cutting Mat Gray/Black 18x24,FFCMA4,"18"" x 24"" Gray/Black (FFCMA2/OG)",2695,,-20,1
59NXNKN89A9SM,Artool Cutting Mat Gray/Black 24x36,FFCMA4,"24"" x 36"" Gray/Black (FFCMA1/OG)",5695,,4,1
5ETX3PHPW9ZMJ,Artool Cutting Mat Gray/Black 8.5x 12,FFCMA4,"8.5"" x 12"" Gray/Black (FFCMA4/OG)",895,,0,1
W4H9FN6PKGCKP,Artool Cutting Rail 15,,,1095,,-1,1
THCM8YDA4QBVP,"Artool Frisket Film 10"" x 15"" Sheets, pk. of 8",,,1095,,-1,1
GJRCXXZQ5SXX2,"Artool Frisket Film 10""x4yd Roll",,,795,,-2,1
6TRF1C5FED5D2,Artool Frisket Film 14x4 yds Roll,,,1295,,-23,1
WRE0EMG1AWPVM,"Artool Frisket Film 20""x24"" Sheets, Pk of 10",,,3395,,6,1
HRSP14YDV252M,"Artool Frisket Film 24"" x 10yd Roll",,,4695,,-18,1
9JEX5WFKRMK9Y,"Artool Frisket Film 24""x4yd Roll",,,2495,,-2,1
ATYB6QFCB9AGP,Artool Killer Grunge FX by Mike Lavallee,FH-GRFX,,1675,0,-5,1
RS416JXFV0YXG,Artool H Stencil Set by Craig Fraiser,FH-HS1,,2495,0,-41,1
H9A9ZV6TJ4MBC,"Artool Hot Matz Cutting Matz 12""x18"" Blue/Green *DISCONTINUED",,,1495,,0,1
A3JYJ8027FDX0,"Artool Hot Matz Cutting Matz 12""x18"" Purple/Pink *DISCONTINUED",,,1495,,0,1
SNG3DK43HFSAR,"Artool Hot Matz Cutting Matz 12""x18"" Red/Orange *DISCONTINUED",,,1495,,0,1
040N126MFC9J0,"Artool Hot Matz Cutting Matz 8.5""x12"" Blue/Green *DISCONTINUED",,,850,,0,1
C9PVW8K9BQFV0,"Artool Hot Matz Cutting Matz 8.5""x12"" Purple/Pink *DISCONTINUED",,,850,,0,1
FMQBWGCH0S0T6,"Artool Hot Matz Cutting Matz 8.5""x12"" Red/Orange *DISCONTINUED",,,850,,0,1
VCD5YMC2PT82J,Artool Mini Series FX4 Template Set by Craig Faiser,MS-FHFX428,,3495,0,-14,1
AN414Y1GDVKYG,Artool Mini Series Texture FX2 Template Set by Gerald Mendez,MS-FHTFX2,,1595,0,-9,1
2KWARM3GKMJ2C,Artool Mini Series Viking FX Template Set by Craig Fraiser,MS-FHVKFX5,,2095,0,6,1
32GXGTF8D5WSM,Artool Sailor Girlies Template Set by Deborah Mayhan,,,4295,,-7,1
