Clover ID,Name,Alternate Name,Price,Price Type,Price Unit,Tax Rates,Cost,Product Code,SKU,Modifier Groups,Quantity,Labels,Hidden,Non-revenue item,iParent,iSelectionName
A4PCRF9QJK98G,Createx 5111 Transparent Aqua 8oz,,875,Fixed,,DEFAULT,5.82,717893851113,5111-08,,-6,,No,No,,
T6S6TBVS5P5C8,Createx 5106 Transparent Brite Blue 8oz,,875,Fixed,,DEFAULT,5.94,717893851069,5106-08,,-4,,No,No,,
WQCGDSMRSEWB2,Createx 5109 Transparent Brite Green 8oz,,875,Fixed,,DEFAULT,5.94,717893851090,5109-08,,-4,,No,No,,
N9R5YKS8Q3CYY,Createx 5117 Transparent Brite Red 8oz,,875,Fixed,,DEFAULT,5.94,717893851175,5117-08,,-7,,No,No,,
7PA893TXBK7RM,Createx 5114 Transparent Brite Yellow 8oz,,875,Fixed,,DEFAULT,5.94,717893851144,5114-08,,-52,,No,No,,
KNYQ0DDQS5462,Createx 5123 Transparent Burgundy 8oz,,875,Fixed,,DEFAULT,5.94,717893851236,5123-08,,-2,,No,No,,
PHG6RXGJN05W2,Createx 5133 Transparent Canary Yellow 8oz,,875,Fixed,,DEFAULT,5.82,717893851335,5133-08,,-10,,No,No,,
YZC1R80ZGVV26,Createx 5105 Transparent Caribbean Blue 8oz,,875,Fixed,,DEFAULT,5.94,717893851052,5105-08,,-2,,No,No,,
8BD3KE3RH1MB6,Createx 5138 Transparent Carmine 8oz,,875,Fixed,,DEFAULT,5.71,717893851380,5138-08,,-5,,No,No,,
QWYZ1ZNR1Q21J,Createx 5618 Airbrush Cleaner 8oz,,425,Fixed,,DEFAULT,2.61,717893856187,5618-08,,-19,,No,No,,
JNN6W5015QYW4,Createx 5128 Transparent Dark Brown 8oz,,875,Fixed,,DEFAULT,5.94,717893851281,5128-08,,-3,,No,No,,
5KVA9CQ1WMXB2,Createx 5108 Transparent Deep Blue 8oz,,875,Fixed,,DEFAULT,5.94,717893851083,5108-08,,-14,,No,No,,
5W6079PEZSX0G,Createx 5124 Transparent Deep Red 8oz,,875,Fixed,,DEFAULT,5.94,717893851243,5124-08,,-7,,No,No,,
912CS4VQCQAT4,Createx 5121 Transparent Flamingo Pink 8oz,,875,Fixed,,DEFAULT,5.94,717893851212,5121-08,,-2,,No,No,,
0V5XHN5EEVFGM,Createx 5403 Fluorescent Blue 8oz,,875,Fixed,,DEFAULT,5.94,717893854039,5403-08,,-3,,No,No,,
TMRVTW0XT2A9T,Createx 5404 Fluorescent Green 8oz,,875,Fixed,,DEFAULT,5.94,717893854046,5404-08,,-8,,No,No,,
4E3480C9951BY,Createx 5407 Fluorescent Hot Pink 8oz,,875,Fixed,,DEFAULT,5.94,717893854077,5407-08,,-86,,No,No,,
SE9DRWD0X4AC0,Createx 5406 Fluorescent Magenta 8oz,,875,Fixed,,DEFAULT,5.82,717893854060,5406-08,,-4,,No,No,,
2PY3M4W1E3J3J,Createx 5409 Fluorescent Orange 8oz,,875,Fixed,,DEFAULT,5.82,717893854091,5409-08,,-28,,No,No,,
ZDP6RV009PXNR,Createx 5402 Fluorescent Raspberry 8oz,,875,Fixed,,DEFAULT,5.94,717893854022,5402-08,,-7,,No,No,,
C3FD3V4T2FWJ4,Createx 5408 Fluorescent Red 8oz,,875,Fixed,,DEFAULT,5.94,717893854084,5408-08,,-2,,No,No,,
HEYZY9T1DEG7M,Createx 5410 Fluorescent Sunburst 8oz,,875,Fixed,,DEFAULT,5.94,717893854107,5410-08,,-2,,No,No,,
XG1QJG83Z7H3M,Createx 5401 Fluorescent Violet 8oz,,875,Fixed,,DEFAULT,5.94,717893854015,5401-08,,-6,,No,No,,
07ED9F8G47K92,Createx 5405 Fluorescent Yellow 8oz,,875,Fixed,,DEFAULT,5.94,717893854053,5405-08,,-6,,No,No,,
05M0RAPNBDCMM,Createx 5110 Transparent Forest Green 8oz,,875,Fixed,,DEFAULT,5.94,717893851106,5110-08,,-2,,No,No,,
83TPHSE2CS15A,Createx 5122 Transparent Fuchsia 8oz,,875,Fixed,,DEFAULT,5.82,717893851229,5122-08,,-5,,No,No,,
PFKP6A1Z4WWQ0,Createx 5506 Iridescent  Violet 8oz,,1235,Fixed,,DEFAULT,8.33,717893855067,5506-08,,-11,,No,No,,
B9A06EX5NWZV4,Createx 5505 Iridescent Electric Blue 8oz,,1235,Fixed,,DEFAULT,8.66,717893855050,5505-08,,-6,,No,No,,
BM8K7HBXZ1DSG,Createx 5508 Iridescent Fuchsia 8oz,,1235,Fixed,,DEFAULT,8.66,717893855081,5508-08,,-6,,No,No,,
6X4D90J77YM8T,Createx 5507 Iridescent Green 8oz,,1235,Fixed,,DEFAULT,8.66,717893855074,5507-08,,-1,,No,No,,
PJW3SSA5NQN1W,Createx 5501 Iridescent Red 8oz,,1235,Fixed,,DEFAULT,8.32,717893855012,5501-08,,2,,No,No,,
4K7VK7Y7XF2FT,Createx 5502 Iridescent Scarlet 8oz,,1235,Fixed,,DEFAULT,8.66,717893855029,5502-08,,6,,No,No,,
KH6WRSBAJPB66,Createx 5504 Iridescent Turquoise 8oz,,1235,Fixed,,DEFAULT,8.32,717893855043,5504-08,,-16,,No,No,,
3T7RHNT3VJYWE,Createx 5503 Iridescent Yellow 8oz,,1235,Fixed,,DEFAULT,8.49,717893855036,5503-08,,1,,No,No,,
YY6ZJJZ775S3M,Createx 5115 Transparent Leaf Green 8oz,,875,Fixed,,DEFAULT,5.94,717893851151,5115-08,,5,,No,No,,
XHM9TEXSFM7J4,Createx 5127 Transparent Light Brown 8oz,,875,Fixed,,DEFAULT,5.94,717893851274,5127-08,,-5,,No,No,,
2ND2TZBN00AAW,Createx 5129 Transparent Medium Gray 8oz,,875,Fixed,,DEFAULT,5.94,717893851298,5129-08,,-5,,No,No,,
VKGGXQNP1MPHC,Createx 5206 Opaque Aqua 8oz,,875,Fixed,,DEFAULT,5.82,717893852066,5206-08,,3,,No,No,,
AVX242REGB000,Createx 5211 Opaque Black 8oz,,875,Fixed,,DEFAULT,5.94,717893852110,5211-08,,-189,,No,No,,
CD9MHH6EQEKVR,Createx 5208 Opaque Coral 8oz,,875,Fixed,,DEFAULT,5.71,717893852080,5208-08,,,,No,No,,
GPZB9SRGZP7QT,Createx 5205 Opaque Light Green 8oz,,875,Fixed,,DEFAULT,5.94,717893852059,5205-08,,1,,No,No,,
Z2H48W7VQ7ENC,Createx 5203 Opaque Lilac 8oz,,875,Fixed,,DEFAULT,5.94,717893852035,5203-08,,6,,No,No,,
3GZC6CGESP2NT,Createx 5202 Opaque Purple 8oz,,875,Fixed,,DEFAULT,5.82,717893852028,5202-08,,-2,,No,No,,
7AGXNCANJJP68,Createx 5210 Opaque Red 8oz,,875,Fixed,,DEFAULT,5.94,717893852103,5210-08,,-5,,No,No,,
6XSGGYEH1JRW4,Createx 5207 Opaque Sky Blue 8oz,,875,Fixed,,DEFAULT,5.94,717893852073,5207-08,,-3,,No,No,,
S71ZARSP790M8,Createx 5212 Opaque White 8oz,,875,Fixed,,DEFAULT,5.94,717893852127,5212-08,,-17,,No,No,,
CSH4M5CPTNFW4,Createx 5204 Opaque Yellow 8oz,,875,Fixed,,DEFAULT,5.94,717893852042,5204-08,,,,No,No,,
YGNA7PD1PWSSM,Createx 5119 Transparent Orange 8oz,,875,Fixed,,DEFAULT,5.94,717893851199,5119-08,,-4,,No,No,,
YZA8Y3S1Y0S3Y,Createx 5125 Transparent Peach 8oz,,875,Fixed,,DEFAULT,5.82,717893851250,5125-08,,-2,,No,No,,
E8DHY31J19CKW,Createx 5315 Pearl Black 8oz,,875,Fixed,,DEFAULT,5.71,717893853155,5315-08,,-1,,No,No,,
2EXF3B2RSH3HJ,Createx 5304 Pearl Blue 8oz,,875,Fixed,,DEFAULT,5.82,717893853049,5304-08,,-14,,No,No,,
Z4EQZGBS77K48,Createx 5306 Pearl Copper 8oz,,875,Fixed,,DEFAULT,5.94,717893853063,5306-08,,-2,,No,No,,
PFPG41N9MYG70,Createx 5306 Pearl Green 8oz,,875,Fixed,,DEFAULT,5.82,717893853056,5305-08,,6,,No,No,,
T2C63GMKA7674,Createx 5313 Pearl Lime 8oz,,875,Fixed,,DEFAULT,5.82,717893853131,5313-08,,-5,,No,No,,
R82CE47SFP9CC,Createx 5302 Pearl Magenta 8oz,,875,Fixed,,DEFAULT,5.82,717893853025,5302-08,,1,,No,No,,
0MYC10JMJZSRW,Createx 5311 Pearl Pineapple 8oz,,875,Fixed,,DEFAULT,5.82,717893853117,5311-08,,,,No,No,,
1P0A7MZKZNFH0,Createx 5316 Pearl Platinum 8oz,,875,Fixed,,DEFAULT,5.94,717893853162,5316-08,,,,No,No,,
W5N7QX4JBRY2M,Createx 5314 Pearl Plum 8oz,,875,Fixed,,DEFAULT,5.82,717893853148,5314-08,,2,,No,No,,
DFXCZWK0Q5GF2,Createx 5301 Pearl Purple 8oz,,875,Fixed,,DEFAULT,5.71,717893853018,5301-08,,-1,,No,No,,
8TGAYJW87NK1E,Createx 5309 Pearl Red 8oz,,875,Fixed,,DEFAULT,5.82,717893853094,5309-08,,2,,No,No,,
MN84MJ3P2HW6A,Createx 5307 Pearl Satin Gold 8oz,,875,Fixed,,DEFAULT,5.94,717893853070,5307-08,,-16,,No,No,,
HYWF7P9QX4B78,Createx 5308 Pearl Silver 8oz,,875,Fixed,,DEFAULT,5.82,717893853087,5308-08,,-3,,No,No,,
RDZ8HAPF8PGY4,Createx 5312 Pearl Tangerine 8oz,,875,Fixed,,DEFAULT,5.94,717893853124,5312-08,,-2,,No,No,,
BRYJ42Z6VJZHJ,Createx 5303 Pearl Turquoise 8oz,,875,Fixed,,DEFAULT,5.82,717893853032,5303-08,,5,,No,No,,
T0929HPMZYBFA,Createx 5310 Pearl White 8oz,,875,Fixed,,DEFAULT,5.94,717893853100,5310-08,,-14,,No,No,,
6GWMBD39G8NSJ,Createx 5103 Transparent Red Violet 8oz,,875,Fixed,,DEFAULT,5.71,717893851038,5103-08,,3,,No,No,,
H8EQ51C06SDKT,Createx 5126 Transparent Sand 8oz,,875,Fixed,,DEFAULT,5.94,717893851267,5126-08,,-3,,No,No,,
ZHNBDWYMWZ6F2,Createx 5113 Transparent Sunrise Yellow 8oz,,875,Fixed,,DEFAULT,5.94,717893851137,5113-08,,-2,,No,No,,
CMC7T3XWYMM7P,Createx 5118 Transparent Sunset Red 8oz,,875,Fixed,,DEFAULT,5.71,717893851182,5118-08,,-5,,No,No,,
J0RZ7FPAKSKM0,Createx 5116 Transparent Tropical Green 8oz,,875,Fixed,,DEFAULT,5.94,717893851168,5116-08,,5,,No,No,,
R8CMDSF38RZVG,Createx 5112 Transparent Turquoise 8oz,,875,Fixed,,DEFAULT,5.94,717893851120,5112-08,,-10,,No,No,,
JK32BWWGQMJ2A,Createx 5107 Transparent Ultramarine Blue 8oz,,875,Fixed,,DEFAULT,5.82,717893851076,5107-08,,-3,,No,No,,
Q9DPSDJCZS4GR,Createx 5102 Transparent Violet 8oz,,875,Fixed,,DEFAULT,5.82,717893851021,5102-08,,2,,No,No,,
GK7HTM7KHRCZ6,Createx 5317 Pearl Lime Ice 8oz,,875,Fixed,,DEFAULT,5.71,717893853179,5317-08,,-1,,No,No,,
18FQQ4HX2ASRY,Wicked 100 Reducer 8oz,,895,Fixed,,DEFAULT,5.61,717893801002,W100-08,,-42,,No,No,,
PMSNGARHPP12T,Wicked 211 UV Glow White 8oz,,1425,Fixed,,DEFAULT,9.89,717893802115,W211-08,,-6,,No,No,,
HS7ABXCMWWCDR,9 oz. Propel Can,,795,Fixed,,DEFAULT,5.83,,NO.2 9oz. propel,,3,,No,No,,
499Q676JXA74A,9186 1.3 NEEDLE NOZZEL SET,,3460,Fixed,,DEFAULT,34.60,,9186,,1,,No,No,,
JGFR0CMV9YXAY,Devilbiss DeKups Intro Kit 9oz,,6395,Fixed,,DEFAULT,0.00,,DEKUPKIT9,,-4,,No,No,,
SA4QX2P1Q97MC,9oz Disposable Cup / Lid (32ea),,5225,Fixed,,DEFAULT,38.12,,DPC-602,,6,,No,No,,
P65W3RQG4E8P8,9oz Measuring Guide DPC-39-K10,,710,Fixed,,DEFAULT,0.00,,802197,,8,,No,No,,
RQDMEMS8ASK7C,9oz Reusable Frame / Lid (2ea),,1059,Fixed,,DEFAULT,8.47,,DPC-607,,10,,No,No,,
DQHTGESADENH8,Auto-Air 4605 Candy Pigment Apple Red 32oz,,4595,Fixed,,DEFAULT,0.00,717893346053,4605-32,,-1,,No,No,,
G4PTAD0P27W7C,Auto-Air Colors How to Paint Helmets DVD w/ Simon Murray,,2795,Fixed,,DEFAULT,19.62,717893059229,5922-00,,6,,No,No,,
VCQXXCWVK2X2J,Auto-Air 4339 Metallic Brandy Red 32oz,,5260,Fixed,,DEFAULT,32.19,,4339-32,,-1,,No,No,,
3B04AG4NXD3QT,Acetone Gallon,,1949,Fixed,,DEFAULT,0.00,,GAC718,,-6,,No,No,,
SE2VTA0PEKJ0A,Acrylic General Detail (Black),,1050,Fixed,,DEFAULT,6.75,,9340,,18,,No,No,,
7PRKTRHMXXWVP,Devillbiss Adaptor DPC-31,,1224,Fixed,,DEFAULT,6.12,,DPC-31,,5,,No,No,,
JAR2HPEAZR9NY,"Grex Adapter, 1/8""M to 1/4""F",,499,Fixed,,DEFAULT,1.60,660292120840,AD12,,-6,,No,No,,
Q7H87P9BC02MP,ADG-1 Iwata Aqua Dry Air Dryer,,15995,Fixed,,DEFAULT,0.00,,7023,,-3,,No,No,,
ZWC4RHFN2NNBJ,Advanced Kustom Painting Techniques by Jon Kosmoski,,2195,Fixed,,DEFAULT,0.00,,B4000,,-4,,No,No,,
WSW7PSJQD3Q5G,Advanced Metal Shaping Airbrush Action DVD,,2495,Fixed,,DEFAULT,11.98,757495758397,D1CH01,,2,,No,No,,
AT6SY0HNF3ZD6,Airbrush Action Advanced Portrait on DVD canvas by Steve Driscoll,,2995,Fixed,,DEFAULT,15.98,0757495752395,D7SD02,,3,,No,No,,
KDYJA0FCJXNNG,Advantage 2.8 VOC Catalyst,,3111,Fixed,,DEFAULT,20.09,,72904,,-5,,No,No,,
PTX0F3ZDVAAST,Advantage 2.8 VOC Reducer Quart,,609,Fixed,,DEFAULT,33.27,,AD642,,,,No,No,,
BWM5RE1M1R028,Advantage 2.8VOC Catalyst,,3215,Fixed,,DEFAULT,20.90,,AD72904,,1,,No,No,,
EQX9H55F560BJ,Advantage Catalyst 2.8voc Quart,,2478,Fixed,,DEFAULT,0.00,,AD729-Q,,,,No,No,,
JCF1DJV84JWZ0,Advantage Fast Dry Lacquer Thinner Gallon,,1291,Fixed,,DEFAULT,44.57,,ADV-100,,-19,,No,No,,
5J4C4WVT7ZR7A,Advantage Flat Black Gallon,,7958,Fixed,,DEFAULT,47.75,,70101,,,,No,No,,
J0NTQJR2Q5MJY,Advantage Galaxy Silver Gallon,,8400,Fixed,,DEFAULT,65.00,,709-G,,,,No,No,,
RB1ZCJAGG2W88,Advantage Gloss Black Gallon,,8316,Fixed,,DEFAULT,49.89,,AD7001,,2,,No,No,,
476X1WPEK50RJ,ADVANTAGE GLOSS BLACK GAL.,,7587,Fixed,,DEFAULT,75.87,,6001,,9,,No,No,,
4EEN4BBJ95XGE,Advantage Hot Rod Black Gallon 4:1,,8316,Fixed,,DEFAULT,0.00,,AD701-G,,,,No,No,,
RAXYBAVWNDETP,ADVANTAGE MED REDUCER,,982,Fixed,,DEFAULT,9.82,,638 Q,,-1,,No,No,,
K3PZF5CBVD7FE,Advantage Omaha Orange,,12105,Fixed,,DEFAULT,0.00,,AD-615-G,,,,No,No,,
YBZFKTK7Z6AMW,ADVANTAGE POLY CATALYST QT.,,2216,Fixed,,DEFAULT,22.16,,640 Q,,,,No,No,,
0XGT3CGVZRCM8,Advantage Single Stage Charcoal Mist Silver Gal,,7578,Fixed,,DEFAULT,0.00,,AD608,,,,No,No,,
31M87RWNPM9S4,Advantage Single Stage Flat Black Gallon,,7578,Fixed,,DEFAULT,0.00,,AD601,,1,,No,No,,
HJHMH0HP9C0KA,Advantage Single Stage Gallon - Brilliant Black Pearl,,7578,Fixed,,DEFAULT,0.00,,AD609,,,,No,No,,
9Y2E1PRZKFPSY,Advantage Single Stage Gloss Black Gallon,,7578,Fixed,,DEFAULT,0.00,,AD600,,-1,,No,No,,
HSM55W9G8AGWC,Advantage Single Stage Gloss White Gallon,,7585,Fixed,,DEFAULT,47.74,,AD603,,6,,No,No,,
4N8S1X69DGY8P,Advantage Single Stage Medium Reducer Quart,,1195,Fixed,,DEFAULT,0.00,,AD638,,,,No,No,,
WSA9559C8MC30,Advantage Single Stage Reducer Quart,,1195,Fixed,,DEFAULT,0.00,,AD-REDUCER,,5,,No,No,,
XFKNYE1VKHB46,Advantage Urethane Catalyst Quart,,2216,Fixed,,DEFAULT,13.96,,AD640,,,,No,No,,
8E4TF6Q7PZT6T,"Advantage White Masking Paper 18"" (Individual Roll)",,2215,Fixed,,DEFAULT,26.13,,65018,,,,No,No,,
ZR86C9WWB90A0,"Advantage White Masking Paper 36"" (Individual Roll)",,4429,Fixed,,DEFAULT,26.13,,65036,,,,No,No,,
K5TBNH5MS3YM8,Holbien 67 AeroFlash Opaque Black 1oz,,880,Fixed,,DEFAULT,5.00,4900669060673,67-01,,24,,No,No,,
Q8HVZRWNPSY2M,Holbien 80 AeroFlash Opaque Brilliant Pink 1oz,,880,Fixed,,DEFAULT,0.00,4900669060802,80-01,,20,,No,No,,
7SJZ1R0JVMRYP,Holbien 78 AeroFlash Opaque Brown 1oz,,880,Fixed,,DEFAULT,5.00,4900669060789,78-01,,4,,No,No,,
BFY44N7MEPB0W,Holbien 76 AeroFlash Opaque Cerulean 1oz,,880,Fixed,,DEFAULT,0.00,4900669060765,76-01,,1,,No,No,,
ENS3A5D9P8KX2,Holbien 85 AeroFlash Opaque Cobalt Violet 1oz,,880,Fixed,,DEFAULT,0.00,4900669060857,85-01,,4,,No,No,,
CK3FGP1564HVP,Holbien 83 AeroFlash Opaque Compose Blue 1oz,,880,Fixed,,DEFAULT,4.70,4900669060833,83-01,,10,,No,No,,
68694YTRWCZ1W,Holbien 73 AeroFlash Opaque Deep Yellow 1oz,,880,Fixed,,DEFAULT,0.00,4900669060734,73-01,,19,,No,No,,
578ZTF2V0BV8P,Holbien 82 AeroFlash Opaque Emerald Green 1oz,,880,Fixed,,DEFAULT,0.00,4900669060826,82-01,,14,,No,No,,
KX9G19TZE2E5Y,Holbien 66 AeroFlash Opaque Grey No.4 1oz,,880,Fixed,,DEFAULT,0.00,4900669060666,66-01,,7,,No,No,,
W08K56SZJTAMC,Holbien 65 AeroFlash Opaque Grey No.5 1oz,,880,Fixed,,DEFAULT,0.00,4900669060659,65-01,,17,,No,No,,
N861GAXZRQFGP,Holbien 64 AeroFlash Opaque Grey No.6 1oz,,880,Fixed,,DEFAULT,0.00,4900669060642,64-01,,9,,No,No,,
CTV459RKR6CY0,Holbien 63 AeroFlash Opaque Grey No.7 1oz,,880,Fixed,,DEFAULT,5.00,4900669060635,63-01,,-3,,No,No,,
Q2ZG0MH83VTJ6,Holbien 62 AeroFlash Opaque Grey No.8 1oz,,880,Fixed,,DEFAULT,0.00,4900669060628,62-01,,8,,No,No,,
5FAVHZ0ENY3YA,Holbien 61 AeroFlash Opaque Grey No.9 1oz,,880,Fixed,,DEFAULT,0.00,4900669060611,61-01,,12,,No,No,,
YWD2JTZXSMCYJ,Holbien 81 AeroFlash Opaque Jaune Brilliant 1oz,,880,Fixed,,DEFAULT,0.00,4900669060819,81-01,,11,,No,No,,
ETCAXNGT2JH1Y,Holbien 84 AeroFlash Opaque Lilac 1oz,,880,Fixed,,DEFAULT,0.00,4900669060840,84-01,,5,,No,No,,
436WCY2ZHRKZE,Holbien 99 AeroFlash Opaque Luminous Green 1oz,,880,Fixed,,DEFAULT,5.00,4900669060994,99-01,,5,,No,No,,
6XJKP089K37B6,Holbien 98 AeroFlash Opaque Luminous Lemon 1oz,,880,Fixed,,DEFAULT,0.00,4900669060987,98-01,,3,,No,No,,
YPD83FRSVNA9C,Holbien 97 AeroFlash Opaque Luminous Opera 1oz,,880,Fixed,,DEFAULT,0.00,4900669060956,95-01,,5,,No,No,,
54S8TN0VXBBEG,Holbien 97 AeroFlash Opaque Luminous Orange 1oz,,880,Fixed,,DEFAULT,0.00,4900669060970,97-01,,2,,No,No,,
0F1WR2MZCHJTW,Holbien 96 AeroFlash Opaque Luminous Red 1oz,,880,Fixed,,DEFAULT,0.00,4900669060963,96-01,,2,,No,No,,
4MEN5W2SWW92C,Holbien 94 AeroFlash Opaque Luminous Rose 1oz,,880,Fixed,,DEFAULT,0.00,4900669060949,94-01,,14,,No,No,,
EWPPGEAR0J25J,Holbien 71 AeroFLash Opaque Magenta 1oz,,880,Fixed,,DEFAULT,0.00,4900669060710,71-01,,15,,No,No,,
8SEJ43J0EZWWM,Holbien 72 AeroFlash Opaque Scarlet 1oz,,880,Fixed,,DEFAULT,5.00,4900669060727,72-01,,4,,No,No,,
Z1TEZHRJWD0BG,Holbien 59 AeroFlash Opaque Super Bright White 1oz,,880,Fixed,,DEFAULT,5.00,4900669060598,59-01,,-3,,No,No,,
N5EP2158BX56W,Holbien 59 AeroFlash Opaque Super Bright White 4oz,,2495,Fixed,,DEFAULT,13.20,,59-04,,,,No,No,,
4MPJ6NSVGK5H0,Holbien 77 AeroFlash Opaque Violet 1oz,,880,Fixed,,DEFAULT,0.00,4900669060772,77-01,,9,,No,No,,
K13A0FKVTH0ZA,Holbien 75 AeroFlash Opaque Viridian 1oz,,880,Fixed,,DEFAULT,0.00,4900669060758,75-01,,22,,No,No,,
138AEVX7TCVPM,Holbien 60 AeroFlash Opaque White 1oz,,880,Fixed,,DEFAULT,4.70,4900669060604,60-01,,1,,No,No,,
NB7B0PNAEPH1M,Holbien 60 AeroFlash Opaque White 4oz,,2495,Fixed,,DEFAULT,13.20,,60-04,,6,,No,No,,
6TYC14D0T0QFE,Holbien 74 AeroFlash Opaque Yellow Ochre 1oz,,880,Fixed,,DEFAULT,5.00,4900669060741,74-01,,11,,No,No,,
PE2YKQY3EYTB0,Holbien 50 AeroFlash Transparent Burnt Umber 1oz,,880,Fixed,,DEFAULT,5.00,4900669060505,50-01,,24,,No,No,,
818QEWXS63YAC,Aerograph ECO 2200 Spray Gun,,5995,Fixed,,DEFAULT,0.00,,ECO2200,,,,No,No,,
AVD4BSJV3S3TP,Aerosol Primer Acrylic Spray Putty,,2795,Fixed,,DEFAULT,0.00,,677,,,,No,No,,
XX70BYYCQN98C,After Hours T-Shirt,,2000,Fixed,,DEFAULT,0.00,,MC1062,,-1,,No,No,,
HSQABV8S2CNFG,Iwata W-101 Agitator Adaptor,,5800,Fixed,,DEFAULT,0.00,,93503510,,,,No,No,,
EGKS9972X0T54,Iwata W-101 Agitator Cup Air Motor/Lid Set FOR SIPHON FEED,,47000,Fixed,,DEFAULT,0.00,,93856610,,,,No,No,,
WRQM4N7V3E00Y,Iwata W-101 Agitator Cup Air Tube,,1500,Fixed,,DEFAULT,0.00,,93507510,,,,No,No,,
XTGCND1ZSD354,Iwata W-101 Agitator Cup Container Only (PC2) SIPHONE FEED,,4500,Fixed,,DEFAULT,0.00,,94000050,,,,No,No,,
011QJMZ1ADADW,Iwata W-101Agitator Elbow Union FOR SIPHON FEED,,1400,Fixed,,DEFAULT,0.00,,96800161,,,,No,No,,
PZPJ892FXW7P4,Iwata w-101 Agitator Flow Control Valve FOR SIPHON FEED,,8100,Fixed,,DEFAULT,0.00,,97992436,,,,No,No,,
8CXFFW1JPTY16,"Iwata Air Adjustment Set (LPH-50/LPH-80/LPH100/300/400, W100/101/300/RG-3)",,2800,Fixed,,DEFAULT,18.20,,93845531,,-2,,No,No,,
9Y5NJ5E4S3XK6,Air Brush Action Back Issue,,200,Fixed,,DEFAULT,0.00,,ABAMAG-B Back Issue,,-32,,No,No,,
FM3G7M2ACZB7Y,Airbrush Action Creating Killer Dragons DVD w/ Cross-Eyed,,2995,Fixed,,DEFAULT,15.98,757495758892,D1BM05,,8,,No,No,,
1FWT4W5M69XMT,"Air Brush Action Cut, Buff & Polish",,2495,Fixed,,DEFAULT,11.98,757495758793,D1DB01,,-4,,No,No,,
4F30KQD8V0QS8,Air Brush Action Magazine Current Issue,,699,Fixed,,DEFAULT,4.19,,ABAMAG,,-38,,No,No,,
S1AM7WZG4ZMQR,Airbrush Action Hajime Sorayama DVD,,3995,Fixed,,DEFAULT,19.98,757495759295,D1HS01,,-1,,No,No,,
D7X23JNA0E310,Iwata Air Cap (Fan Pattern) HP TH,,2695,Fixed,,DEFAULT,0.00,734748111055,I-110-5,,1,,No,No,,
D3QBDZT0TWAF4,Iwata Air Cap (Round Pattern)  HP-TH,,2695,Fixed,,DEFAULT,15.33,734748111062,I-110-6,,2,,No,No,,
NACN62F0BR5A4,Iwata Air Cap Cover Ring HP-TH,,950,Fixed,,DEFAULT,4.50,734748111079,I-110-7,,-1,,No,No,,
H4NTZ737Q4B1E,Iwata Air Cap Gasket (LPH-80/50),,250,Fixed,,DEFAULT,2.60,4538995017063,93558600,,6,,No,No,,
3A3CAF6T5CVRW,SATAgraph 4 Nozzle Cap (Inner Air Cap),,1295,Fixed,,DEFAULT,8.42,843065013314,S003,,-1,,No,No,,
HZDV2ZA1FQV5W,Iwata Air Cap Packing Eclipse G3/G5/G6,,450,Fixed,,DEFAULT,2.26,734748160022,I-600-2,,-8,,No,No,,
4MASA8PDYCSC4,"Iwata Air Cap Set ""W400-LV4",,12500,Fixed,,DEFAULT,85.15,,93631621,,-1,,No,No,,
XNK6GPYS02CWJ,Iwata Air Cap Set for LPH100-LV4  *REPLACED # 93875601,,11800,Fixed,,DEFAULT,85.09,4538995094187,93875602,,-2,,No,No,,
1D152YYAC0R5G,Iwata Air Cap Set for LPH-440,,11400,Fixed,,DEFAULT,82.75,,93638601,,-1,,No,No,,
W1KE2HJSFV9NY,Air Force Oil and Water Separator,,2495,Fixed,,DEFAULT,0.00,,AF1030,,-1,,No,No,,
ME5FK8MDBKCHM,Air Guardian Desiccant Air Dryer With Indicator,,6995,Fixed,,DEFAULT,0.00,,AG-1,,,,No,No,,
AA52MCX9E5BBA,Air Gunsa HVLP Spray 1.3,,19900,Fixed,,DEFAULT,0.00,,9100,,,,No,No,,
68BHYKGNJEYKC,Air Gunza 1.3 NON HVLP Spray Gun,,9995,Fixed,,DEFAULT,0.00,,9118,,-1,,No,No,,
PF78W9ZQ423SY,Air Gunza AZ3HTE2 1.8 NON HVLP *AIR CAP ONLY,,5930,Fixed,,DEFAULT,38.55,,9251,,1,,No,No,,
RW725Q7R4R21M,Air Gunza Cup Set,,7100,Fixed,,DEFAULT,0.00,,9183,,,,No,No,,
57D3GX106V55J,Air Gunza Needle Packing Nut,,556,Fixed,,DEFAULT,3.90,,9134,,1,,No,No,,
9PHGY6JRMP990,Air Gunza Packing Set,,1365,Fixed,,DEFAULT,9.55,,9166,,1,,No,No,,
S8XA4T9JTDX5W,Air Gunza Primer Gun 3.5mm Non HVLP,,9995,Fixed,,DEFAULT,0.00,,AZ3HTE,,,,No,No,,
5ZEV5H0SZFTM8,"Air Hose Adapter (1/4""-1/8"")",,1495,Fixed,,DEFAULT,7.27,734748162415,I-624-1,,-5,,No,No,,
2WR2TY47Q06WG,Air Port Hanger (Bolt On),,1595,Fixed,,DEFAULT,0.00,,K-101,,4,,No,No,,
ECCHZJSNXB828,Air Port Hanger (Magnetic) #98002,,2125,Fixed,,DEFAULT,13.97,734748041000,KJ-100,,-5,,No,No,,
FZ7NAY5S8VJYT,Iwata Air Valve A/B/SB,,650,Fixed,,DEFAULT,3.74,734748101513,I-015-1,,,,No,No,,
