Clover ID,Name,Alternate Name,Price,Price Type,Price Unit,Tax Rates,Cost,Product Code,SKU,Modifier Groups,Quantity,Labels,Hidden,Non-revenue item
F8MY7EFFWX0XY,Art and sign poster colors purple HP,,10.67,Fixed,,DEFAULT,6.28,,3007,,3,,No,No
G6V5W3DMNCCEW,Art and sign poster color 3008 dark blue,,9.10,Fixed,,DEFAULT,0.00,,3008l-hp,,,,No,No
RA248QV11QBZR,Art  And Poster paint Black,,9.31,Fixed,,DEFAULT,6.65,,3009L-HP,,3,,No,No
NY5QTERPYC8KT,One Shot and Sign Poster Colors Dark Green HP,,10.67,Fixed,,DEFAULT,7.33,705002031341,3013L-HP,,5,,No,No
JNEY0WTFQ7C42,One Shot Art and Sign Poster Colors Brown HP,,10.67,Fixed,,DEFAULT,6.28,705002031440,3014L-HP,,,,No,No
G81Y8F8CXT4V6,One Shot Art and Sign Poster Blue- HP,,10.67,Fixed,,DEFAULT,6.28,705002031648,3016L-HP,,1,,No,No
NWAYQ7FPKGXXR,Tip Top 3031-Grey Primer 3 Ltr.,,60.00,Fixed,,DEFAULT,0.00,,3031-3Ltr,,,,No,No
YZ1JDB69KBBWT,4oz Red Cream Hardener,,3.59,Fixed,,DEFAULT,2.51,,304.DYN,,3,,No,No
HN0VRBZNC9EZY,Tip Top Hardner 500ml,,30.00,Fixed,,DEFAULT,0.00,,3040-500ml,,9,,No,No
ZH7MNN2DM0BBC,SEM Aqua Blue Concentrate Pint,,45.03,Fixed,,DEFAULT,0.00,,3048,,,,No,No
2NQ5C1GY5NA2Y,"Astro Pneumatic 3"" Mini Polisher Kit",,115.15,Fixed,,DEFAULT,0.00,745227002641,3055,,-1,,No,No
M53TMXQ133YDW,Graftobian GlamAire HD W/B Warm 1oz Graceful Swan (Ultra Fair #1),,17.95,Fixed,,DEFAULT,8.55,,30601W,,4,,No,No
HVB4GQDTBGW4Y,Graftobian GlamAire HD W/B Neutral 1oz Bombshell (Ultra Fair #2),,17.95,Fixed,,DEFAULT,8.55,,30602N,,4,,No,No
A70MF12GQM774,Graftobian GlamAire HD W/B Warm 1oz Ingenue (Ultra Fair #3),,17.95,Fixed,,DEFAULT,8.55,,30603W,,6,,No,No
0CDKJN2SK2TDE,Graftobian GlamAire HD W/B Neutral 1oz Prima Donna (Ultra Fair #4),,17.95,Fixed,,DEFAULT,8.55,,30604N,,4,,No,No
SHWYFYW4YD2ZY,Graftobian GlamAire HD W/B Neutral 1oz Leading Lady (Olive #1),,17.95,Fixed,,DEFAULT,8.55,,30605N,,4,,No,No
S5CH5MPSQF7ER,Graftobian GlamAire HD W/B Neutral 1oz Sweet Heart (Olive #2),,17.95,Fixed,,DEFAULT,8.55,,30606N,,3,,No,No
23WD6TBM2WA9J,Graftobian GlamAire HD W/B Neutral 1oz Glamour Girl (Olive #3),,17.95,Fixed,,DEFAULT,8.55,,30607N,,4,,No,No
KPXZFTP3JJNAE,Graftobian GlamAire HD W/B Warm 1oz Enchantress (Olive #4),,17.95,Fixed,,DEFAULT,8.55,,30608W,,5,,No,No
8XTMWKNQQNQH4,Graftobian GlamAire HD W/B Neutral 1oz Cabaret Kitten (Olive Beige #1),,17.95,Fixed,,DEFAULT,8.55,,30609N,,4,,No,No
XRNNVXZT3273G,Graftobian GlamAire HD W/B Neutral 1oz Broadway Star (Olive Beige #2),,17.95,Fixed,,DEFAULT,8.55,,30610N,,4,,No,No
F7JZYZMVCCY9G,Graftobian GlamAire HD W/B Neutral 1oz Show Stopper (Olive Beige #3),,17.95,Fixed,,DEFAULT,8.55,,30611N,,4,,No,No
9PXHSH15R9908,Graftobian GlamAire HD W/B Neutral 1oz Screen Goddess (Olive Beige #4),,17.95,Fixed,,DEFAULT,8.55,,30612N,,3,,No,No
9W55119XHMGDP,Graftobian GlamAire HD W/B Warm 1oz Vixen (Bronze #1),,17.95,Fixed,,DEFAULT,8.55,,30613W,,2,,No,No
D1RQSF4F0X6ZG,Graftobian GlamAire HD W/B Warm 1oz Temptress (Bronze #2),,17.95,Fixed,,DEFAULT,8.55,,30614W,,4,,No,No
Q8N7845S3SR76,Graftobian GlamAire HD W/B Warm 1oz Femme Fatale (Bronze #3),,17.95,Fixed,,DEFAULT,8.55,,30615W,,3,,No,No
52GE1TFE8F4KJ,Graftobian GlamAire HD W/B Neutral 1oz Diva (Bronze #4),,17.95,Fixed,,DEFAULT,8.55,,30616N,,4,,No,No
JVKBHD422C7X4,Graftobian GlamAire HD W/B Neutral 1oz Peach Blush (DNBP),,17.95,Fixed,,DEFAULT,8.55,,30620N,,2,,No,No
G9QPCJ0SBY1JA,Graftobian GlamAire HD W/B Warm 1oz Vienna Rose (TTTV),,17.95,Fixed,,DEFAULT,8.55,,30621W,,4,,No,No
K69EYZZKXJK04,Graftobian GlamAire HD W/B Warm 1oz Raspberry Wine (TTBL),,17.95,Fixed,,DEFAULT,8.55,,30622W,,4,,No,No
6R8ABAWQTN3YR,Graftobian GlamAire HD W/B Cool 1oz Autumn Breeze (TTTB),,17.95,Fixed,,DEFAULT,8.55,,30623C,,2,,No,No
4MDXJ54F6C4J8,Graftobian GlamAire HD W/B Neutral 1oz Dusty Plum (TTAL),,17.95,Fixed,,DEFAULT,8.55,,30624N,,2,,No,No
CBE5XWFAKNYQ4,Graftobian GlamAire HD W/B Neutral 1oz Cherry Glaze (LCSM),,17.95,Fixed,,DEFAULT,8.55,,30625N,,1,,No,No
RM0FZHZCB7R64,Graftobian GlamAire HD W/B Cool 1oz Aurora (RA01),,17.95,Fixed,,DEFAULT,8.55,,30630C,,2,,No,No
Q0Z3Q7734GY0C,Graftobian GlamAire HD W/B Cool 1oz Cashmere Beige (RA02),,17.95,Fixed,,DEFAULT,8.55,,30631C,,2,,No,No
BJJKT5JV9DQER,Graftobian GlamAire HD W/B Cool 1oz Afterglow (RA03),,17.95,Fixed,,DEFAULT,8.55,,30632C,,2,,No,No
94BX3PZE0C1A6,Graftobian GlamAire HD W/B Cool 1oz Sandstone (RA04),,17.95,Fixed,,DEFAULT,8.55,,30633C,,2,,No,No
RN4PY4XWRFM2E,Graftobian GlamAire HD W/B Cool 1oz Ceylon Cinnamon (RAK2),,17.95,Fixed,,DEFAULT,8.55,,30634C,,2,,No,No
AG28HSNWTYN0Y,Graftobian GlamAire HD W/B Cool 1oz Buff (RAIV),,17.95,Fixed,,DEFAULT,8.55,,30640C,,2,,No,No
W0BSRW47NHNJY,Graftobian GlamAire HD W/B Cool 1oz Bisque (DNBZ2),,17.95,Fixed,,DEFAULT,8.55,,30641C,,2,,No,No
75JQDKVKCGPCE,Graftobian GlamAire HD W/B Cool 1oz Sunrise Flush (VA001),,17.95,Fixed,,DEFAULT,8.55,,30642C,,1,,No,No
G201FP5WPSD1R,Graftobian GlamAire HD W/B Cool 1oz Morning Glow (VA002),,17.95,Fixed,,DEFAULT,8.55,,30643C,,1,,No,No
RRZWMQMMZC3DC,Graftobian GlamAire HD W/B Cool 1oz Henna (VA005),,17.95,Fixed,,DEFAULT,8.55,,30644C,,2,,No,No
2299X7G77M8VP,Graftobian GlamAire HD W/B Cool 1oz Auburn (VA006),,17.95,Fixed,,DEFAULT,8.55,,30645C,,2,,No,No
KX6GVKEK8EVDE,Graftobian GlamAire HD W/B Warm 1oz Buttermilk (RAS1),,17.95,Fixed,,DEFAULT,8.55,,30650W,,4,,No,No
5G23PKB4VKBJR,Graftobian GlamAire HD W/B Warm 1oz Desert Sand (RAS2),,17.95,Fixed,,DEFAULT,8.55,,30651W,,4,,No,No
WBGVQD80MXK4R,Graftobian GlamAire HD W/B Warm 1oz Golden Sunset (RAS3),,17.95,Fixed,,DEFAULT,8.55,,30652W,,4,,No,No
3JVW2P7SZT5Y2,Graftobian GlamAire HD W/B Warm 1oz Deep Xanthe (RAS4),,17.95,Fixed,,DEFAULT,8.55,,30653W,,4,,No,No
V08J0SE0CKEP6,Graftobian GlamAire HD W/B Warm 1oz Midnight Marigold (RAS5),,17.95,Fixed,,DEFAULT,8.55,,30654W,,4,,No,No
26CKMVHJVC2P0,Graftobian GlamAire HD W/B Warm 1oz Burnt Amber (RAS6),,17.95,Fixed,,DEFAULT,8.55,,30655W,,4,,No,No
R4HBSYQ46DVZ0,Graftobian GlamAire HD W/B Warm 1oz Ginger (BPNM),,17.95,Fixed,,DEFAULT,8.55,,30660W,,4,,No,No
KG34NN20X4VRP,Graftobian GlamAire HD W/B Warm 1oz Pecan (BPHZ),,17.95,Fixed,,DEFAULT,8.55,,30661W,,4,,No,No
RG6XFXYSV1K6E,Graftobian GlamAire HD W/B Neutral 1oz Chestnut (BPAC),,17.95,Fixed,,DEFAULT,8.55,,30662N,,4,,No,No
87B4TEF4F5S98,Graftobian GlamAire HD W/B Cool 1oz Sable (BPCB),,17.95,Fixed,,DEFAULT,8.55,,30663C,,2,,No,No
F7GR7PJ7J7TWJ,Graftobian GlamAire HD W/B Neutral 1oz Warm Umber (BPPP),,17.95,Fixed,,DEFAULT,8.55,,30664N,,2,,No,No
MQDHK3BPMQ1K4,Graftobian GlamAire HD W/B Warm 1oz Sienna (BPWT),,17.95,Fixed,,DEFAULT,8.55,,30665W,,4,,No,No
4VD0DAD2H0FCT,Graftobian GlamAire HD W/B Neutral 1oz Hazelnet (ETN3),,17.95,Fixed,,DEFAULT,8.55,,30666N,,1,,No,No
S8GG60681E3KP,Graftobian GlamAire HD W/B Neutral 1oz Hidden Magic (ETN2),,17.95,Fixed,,DEFAULT,8.55,,30667N,,2,,No,No
FMEJ23F6C31DG,Graftobian GlamAire HD W/B Neutral 1oz Nightfall (ETN1),,17.95,Fixed,,DEFAULT,8.55,,30668N,,2,,No,No
023T7M1C93VG6,"3M 6"" P1000 Hookit PURPLE Finishing Film Disc",,67.22,Fixed,,DEFAULT,45.77,051131306691,30669,,,,No,No
DCXS4868TZC90,Graftobian GlamAire HD W/B Neutral 1oz Soft Wisp (DNLS),,17.95,Fixed,,DEFAULT,8.55,,30670N,,2,,No,No
BQH12Z15FGN0A,Graftobian GlamAire HD W/B Neutral 1oz Evening Mist (RA1S),,17.95,Fixed,,DEFAULT,8.55,,30671N,,2,,No,No
XFY8PQH2Y0PW2,Graftobian GlamAire HD W/B Neutral 1oz Smoke (RAK4),,17.95,Fixed,,DEFAULT,8.55,,30672N,,2,,No,No
RD6PXZBFH0P3A,Graftobian GlamAire HD W/B Neutral 1oz Phantom (TT234),,17.95,Fixed,,DEFAULT,8.55,,30673N,,2,,No,No
M196N17STA39A,Graftobian GlamAire HD W/B Cool 1oz Shadow Dance (BPEB),,17.95,Fixed,,DEFAULT,8.55,,30674C,,2,,No,No
5S80KD15XJBT6,Graftobian GlamAire HD W/B Cool 1oz Silk Sprite,,17.95,Fixed,,DEFAULT,8.55,,30675C,,2,,No,No
55GS1SYJ318JR,Graftobian GlamAire HD W/B Cool 1oz Nymph,,17.95,Fixed,,DEFAULT,8.55,,30676C,,2,,No,No
B3T4YAK47GYT2,Graftobian GlamAire HD W/B Neutral 1oz Porcelain,,17.95,Fixed,,DEFAULT,8.55,,30677N,,4,,No,No
S3PWADWF35KS0,Graftobian GlamAire HD W/B Neutral 1oz Lady Fair,,17.95,Fixed,,DEFAULT,8.55,,30678N,,4,,No,No
4JHTGVFVAX0N2,Graftobian GlamAire HD W/B Warm 1oz Ivory,,17.95,Fixed,,DEFAULT,8.55,,30679W,,3,,No,No
KRQB54VJPRC24,Graftobian GlamAire HD W/B Neutral 1oz Olivia (VA101),,17.95,Fixed,,DEFAULT,8.55,,30680N,,2,,No,No
CJ8868J1DA85W,Graftobian GlamAire HD W/B Warm 1oz Caramel (VA102),,17.95,Fixed,,DEFAULT,8.55,,30681W,,4,,No,No
WCFC0T4XBV7FY,Graftobian GlamAire HD W/B Warm 1oz Sunlit Linen (BPKS),,17.95,Fixed,,DEFAULT,8.55,,30682W,,4,,No,No
J4NSWMY8PX3NM,Graftobian GlamAire HD W/B Warm 1oz Winter Wheat (DNCT),,17.95,Fixed,,DEFAULT,8.55,,30683W,,6,,No,No
5FYFVFGGA8M0Y,Graftobian GlamAire HD W/B Cool 1oz Butterscotch (BPHH),,17.95,Fixed,,DEFAULT,8.55,,30684C,,2,,No,No
706RQT5VJ9WGC,Graftobian GlamAire HD W/B Cool 1oz Cedar Spice (RATN),,17.95,Fixed,,DEFAULT,8.55,,30685C,,,,No,No
PFZW4M0PHE5J2,Graftobian GlamAire HD W/B Adjuster Shade 1oz Black,,17.95,Fixed,,DEFAULT,8.55,,30690A,,2,,No,No
RCSQEVQG109JT,Graftobian GlamAire HD W/B Adjuster Shade 1oz White,,17.95,Fixed,,DEFAULT,8.55,,30691A,,1,,No,No
VH5RDFRA1H36T,Graftobian GlamAire HD W/B Adjuster Shade 1oz CVA Red,,17.95,Fixed,,DEFAULT,8.55,,30692A,,5,,No,No
3TSBNGT7R1TJE,Graftobian GlamAire HD W/B Adjuster Shade 1oz Blue,,17.95,Fixed,,DEFAULT,8.55,,30693A,,1,,No,No
H6J1MBP0VWBQR,Graftobian GlamAire HD W/B Adjuster Shade 1oz Oriental Yellow,,17.95,Fixed,,DEFAULT,8.55,,30694A,,2,,No,No
D5GM88T1PGBZ6,Graftobian GlamAire HD W/B Adjuster Shade 1oz Green,,17.95,Fixed,,DEFAULT,8.55,,30695A,,3,,No,No
9TZX3H845NTER,Graftobian GlamAire HD W/B Adjuster 1oz Clear Medium,,17.95,Fixed,,DEFAULT,8.55,,30699A,,5,,No,No
H5K1KXVXQZJJG,"3M 6"" P600 Hookit Clean Sand PURP",,47.39,Fixed,,DEFAULT,31.63,051131307612,30761,,-1,,No,No
MYEWYENAQHHYA,One Shot Art And Sign Poster Colors Black HP,,11.73,Fixed,,DEFAULT,7.33,705002039941,3099L-HP,,2,,No,No
XB40C62Q3KMY8,One Shot Art & Sign Poster Black Quart,,28.56,Fixed,,DEFAULT,16.80,705002039927,3099L-Q,,1,,No,No
C0AWHGZ01M2FC,3M P220 Stikit Gold (5),,3.37,Fixed,,DEFAULT,0.00,,31438,,,,No,No
GNPNG8QV357H2,3M P150 Stikit Gold (5),,3.37,Fixed,,DEFAULT,0.00,,31440,,3,,No,No
HXMMM7RM5S244,"Norton A275 Stickit 6"" Sanding Discs P1500 Box of 100",,75.86,Fixed,,DEFAULT,0.00,,31456,,1,,No,No
SRKEWSWD1FE1C,"Norton A275 Stickit 6"" Sanding Discs P1000 Box of 100",,75.86,Fixed,,DEFAULT,0.00,,31467,,1,,No,No
JDEKAS1V49EQA,3M stikit 80D Job Pack,,6.13,Fixed,,DEFAULT,0.00,,31506,,,,No,No
KKCP095Z6CQF2,Red Glazing Putty,,5.30,Fixed,,DEFAULT,0.00,,32035-Glaze,,2,,No,No
QKKGNE6N90P1C,Klean Strip Aircraft Remover Aerosol,,11.55,Fixed,,DEFAULT,7.51,030192322994,322,,-3,,No,No
A6E9ZW6ZC3QDC,Satagraph 2 Rebuild Kit,,61.28,Fixed,,DEFAULT,0.00,,32276,,1,,No,No
83W36MEQ2XPSA,Evercoat Small 1mil Car Cover (21'x12.5') 25 Sheets,,153.75,Fixed,,DEFAULT,0.00,,326-ROLL,,,,No,No
GCY1NHK1WXS10,Evercoat Small 1mil Car Cover (21'x12.5') SINGLE SHEET,,9.95,Fixed,,DEFAULT,0.00,,326-SHEET,,,,No,No
QH5NR2HV1X9AG,Evercoat Large 1mil Car Cover (25'x13.5') 25 Sheets,,188.55,Fixed,,DEFAULT,0.00,,327-ROLL,,,,No,No
V3D72SV4HHYA8,Evercoat Large 1mil Car Cover (25''x13.5') SINGLE SHEET,,12.95,Fixed,,DEFAULT,0.00,,327-SHEET,,,,No,No
9V0N7Q7XCPMFR,SATA Nozzle Set for KLC RP 1.4,,129.00,Fixed,,DEFAULT,0.00,,32748,,,,No,No
HSP35YZZ2Z00G,Inspection Mirror w/ LED Light,,14.95,Fixed,,DEFAULT,8.33,,32959,,3,,No,No
W95S7V7PMQVN8,SATA HOSE ASSEMBLY,,59.95,Fixed,,DEFAULT,0.00,,32987,,,,No,No
JZW6ASCRH8W0E,Pro-Pinstriping Technique,,27.95,Fixed,,DEFAULT,0.00,,33925,,,,No,No
01K4GTJW80FYY,KREW 600 TWIN POP-UP BLU 50pk,,35.99,Fixed,,DEFAULT,0.00,,33944,,,,No,No
QV3WB352W3DXT,Kimberly Klark Krew-700 Soft Cloth,,17.78,Fixed,,DEFAULT,0.00,,33999,,,,No,No
C63MM7S2CD0YT,Sata Circlip pin,,2.50,Fixed,,DEFAULT,0.00,,3426,,,,No,No
EE4YKC2P649CA,PRM Small Prep Pen,,5.95,Fixed,,DEFAULT,4.19,,3437,,1,,No,No
K98CJJD7MTRXP,Spec-Out Nib File FINE,,16.99,Fixed,,DEFAULT,0.00,,35260,,,,No,No
31RC18DPCC320,Sata Vision 2000 Plastic Visor Sheets,,74.40,Fixed,,DEFAULT,0.00,,35675,,,,No,No
FMTYQ1VNB9FYA,Badger 360 Airbrush,,112.95,Fixed,,DEFAULT,75.62,,360-2,,2,,No,No
J2ZZM9BC5EW5T,USC Shark Skin Sheeting 16' x 350',,58.39,Fixed,,DEFAULT,39.12,,36115,,2,,No,No
6MEFFABV73D1G,"Quick Mask 18"" Bench Masker",,68.97,Fixed,,DEFAULT,44.82,,3618,,,,No,No
WN3MZ11HNN09M,Next 3633 Premium Jersey Tank L/XL,,19.95,Fixed,,DEFAULT,9.15,,3633,,4,,No,No
VPRJ1T6B7WYVE,Sata Vision 2000 Hood,,637.56,Fixed,,DEFAULT,0.00,,36384,,,,No,No
1CHC9V5YCK1CY,Spray Max Trim Paint Gloss Black,,13.85,Fixed,,DEFAULT,6.85,879910000109,3680101,,-50,,No,No
6QNND0YW5BM0Y,Spray Max Trim Paint Satin Black,,13.85,Fixed,,DEFAULT,6.85,879910000116,3680102,,-68,,No,No
8RD1JY4R8JDV4,Spray Max Trim Paint Matte Black,,13.85,Fixed,,DEFAULT,7.94,879910000123,3680103,,-19,,No,No
89JJNZNF2VEDJ,Spray Max 1k HIGH VISCOCITY FillClean,,15.99,Fixed,,DEFAULT,4.07,879910000239,3682071,,259,,No,No
79FBB4GSRD8TP,Spray Max 1K LOW VISCOCITY FillClean,,19.99,Fixed,,DEFAULT,6.56,,3682072,,-9,,No,No
QTHSCH56G4ZB6,3M Professional Series Half Facepiece,,52.86,Fixed,,DEFAULT,0.00,,37078,,,,No,No
Q6A8MGDGMJQCW,Astro Gravity Feed Spray Gun Filters PK 12,,13.95,Fixed,,DEFAULT,0.00,,37401,,6,,No,No
JBXABPEJ6EPVC,Spray Max Adjustable nozzle,,1.26,Fixed,,DEFAULT,0.75,,3746205,,-2,,No,No
NM1VPW94AXE6T,CA  Air Tools 14 Piece Air Tool Kit,,18.95,Fixed,,DEFAULT,15.00,,376,,,,No,No
6TDYWM8522J78,SAS Economy Fullface SAR System,,764.44,Fixed,,DEFAULT,0.00,,3800-30,,,,No,No
D6TFR0R4CVTTG,Guide Coat White,,5.65,Fixed,,DEFAULT,3.38,,38303,,,,No,No
EZE1VP5MVW9TA,SEM Plastic Prep 12oz,,15.99,Fixed,,DEFAULT,9.22,646786383533,38353,,-10,,No,No
5ESWA31BBPYNJ,SEM Solve Aerosol,,8.43,Fixed,,DEFAULT,6.65,,15033,,5,,No,No
4HSEW1GEVX450,SEM Solvent Quart,,9.75,Fixed,,DEFAULT,6.20,,38374,,-1,,No,No
9HYMH6KMQJ3S6,"Sata Air Dist. Ring, Sata Jet 2000 RP Single",,5.56,Fixed,,DEFAULT,22.46,,38638,,20,,No,No
CS16K0XCT294W,Air Distribution Ring 5pk for SataJet 3000,,20.48,Fixed,,DEFAULT,0.00,,38638-5,,,,No,No
34TSWPRGEE4EM,3M IMPERIAL HAND GLAZE,,13.13,Fixed,,DEFAULT,0.00,,39007,,,,No,No
N41DDK14QDM1J,SEM Bumper Ford Medium Smoke,,10.69,Fixed,,DEFAULT,0.00,,39163,,,,No,No
5X03NFP6TX4G6,SEM Flexible Urethane Foam 2 part,,46.14,Fixed,,DEFAULT,0.00,,39357,,,,No,No
K58RSBVQX7S06,SEM Soap,,10.85,Fixed,,DEFAULT,0.00,,39362,,,,No,No
CW42N9VMYDWDT,SEM bumper coater light charcoal grey,,14.95,Fixed,,DEFAULT,0.00,,39583,,,,No,No
V3Z0GBRKH6NK2,SEM Self Etching Primer Black,,15.92,Fixed,,DEFAULT,0.00,,39673,,,,No,No
KNRM2PD8GKP48,SEM SELF ETCH PRIMER-GREY/VOC,,112.78,Fixed,,DEFAULT,73.31,,39681,,,,No,No
X7PVCT0RSTDW0,Iwata LPH100/300 Nozzle/Needle Set 1.2LV,,101.50,Fixed,,DEFAULT,0.00,,39867600,,,,No,No
FGE7TPQ9DKGQJ,Sata Filters 5 Pack,,14.95,Fixed,,DEFAULT,0.00,,3988-5,,,,No,No
2ZRQYZ56T8EEM,3 Motor Silent Air,,1505.20,Fixed,,DEFAULT,0.00,,3MSIL,,,,No,No
KQD26S5G06HEW,Mack 40 #0 Broadliner,,9.80,Fixed,,DEFAULT,5.96,MACK 40 SERIES,40-0,,4,,No,No
V128J5293QG40,Mack 40 #00  Broad Liner,,8.80,Fixed,,DEFAULT,5.67,MACK 40 SERIES,40-00,,-1,,No,No
QD5BD72T6ZVRY,Badger 400 Needle Spring,,0.00,Fixed,,DEFAULT,0.00,,40-037,,,,No,No
HD26XD739W6SM,Mack 40 #1 Broadliner,,10.80,Fixed,,DEFAULT,6.55,MACK 40 SERIES,40-1,,7,,No,No
MVAJGN02Z7VHT,binks resp.,,62.99,Fixed,,DEFAULT,62.99,,40-128,,,,No,No
F6F21Q8NGZNVM,Mack 40 #2 Broadliner,,12.20,Fixed,,DEFAULT,7.77,MACK 40 SERIES,40-2,,-3,,No,No
PD1176GZ5P640,Mack 40 #3 Broadliner,,13.40,Fixed,,DEFAULT,8.06,MACK 40 SERIES,40-3,,,,No,No
HCDA1BMWG2C08,Mack 40 #4 Broadliner,,15.60,Fixed,,DEFAULT,0.00,MACK 40 SERIES,40-4,,2,,No,No
N3131Z453BPXR,Mack 40 #5 Broadliner,,18.40,Fixed,,DEFAULT,11.13,MACK 40 SERIES,40-5,,1,,No,No
G05AHWGHJV46W,Mack 40 #7 Broadliner,,28.80,Fixed,,DEFAULT,17.43,MACK 40 SERIES,40-7,,4,,No,No
4HHJTX7V3YVEW,Evercoat polyester Glazing Putty 24 oz,,36.50,Fixed,,DEFAULT,22.56,023289004002,400,,-9,,No,No
DFTHN6ZYE2Q4R,20x20 Paint Arrestor,,68.50,Fixed,,DEFAULT,42.15,,400-400,,1,,No,No
200NJGS8DV7HR,Auto-Air Sealer White 4oz,,6.00,Fixed,,DEFAULT,3.79,717893440010,4001-04,,8,,No,No
WFF23Y7MWT5DR,Auto-Air Sealer White 8oz,,17.25,Fixed,,DEFAULT,10.39,,4001-08,,,,No,No
2MJSSCHZFNARE,Auto-Air Sealer White  16oz,,23.25,Fixed,,DEFAULT,14.42,,4001-16,,2,,No,No
6Z6CJQ8WXJK4C,Auto-Air Sealer White 32oz,,43.85,Fixed,,DEFAULT,27.38,717893340013,4001-32,,1,,No,No
49NK1PW4GN3JM,One Shot 4001L Tinting/Shading Black 16oz,,22.95,Fixed,,DEFAULT,11.63,705002040138,4001L-P,,7,,No,No
XMXEZ0D9QX1BT,Auto-Air Sealer Dark 4oz,,6.00,Fixed,,DEFAULT,3.79,717893440027,4002-04,,-4,,No,No
FD5DAW3PQN110,Auto-Air Sealer Dark 8oz,,17.25,Fixed,,DEFAULT,10.39,,4002-08,,,,No,No
X98VJY0879VR0,Auto-Air Sealer Dark Gallon,,162.25,Fixed,,DEFAULT,97.36,,4002-12,,,,No,No
CXT3J6BPVD9F8,Auto-Air Sealer Dark 16oz,,23.25,Fixed,,DEFAULT,14.42,717893640021,4002-16,,1,,No,No
KP2C51NMSD88Y,Auto-Air Sealer Dark 32oz,,43.85,Fixed,,DEFAULT,27.38,717893340020,4002-32,,4,,No,No
T2HYWF4RD1202,One Shot 4002L Tinting/Shading White 8oz,,15.25,Fixed,,DEFAULT,8.32,70*002040237,4002L-HP,,4,,No,No
0GB6Y4NBXX14J,One Shot 4002L Tinting/Shading White 16oz,,22.25,Fixed,,DEFAULT,11.85,705002040237,4002L-P,,,,No,No
TH76QF4CY7SCC,Auto-Air Transparent Base Gallon,,142.85,Fixed,,DEFAULT,52.38,,4004-12,,1,,No,No
CXB328CA4676G,Auto-Air Transparent Base 16oz,,19.25,Fixed,,DEFAULT,7.94,717893640045,4004-16,,-23,,No,No
TWZM5X4KDHW3R,Auto-Air Transparent Base 32oz,,38.00,Fixed,,DEFAULT,13.56,717893340044,4004-32,,3,,No,No
1X64WD5K44YM8,One Shot Speed Dry UV Clear Aerosol,,13.95,Fixed,,DEFAULT,6.98,807350013090,4005AA,,-6,,No,No
EFV49RRRKZSKY,One Shot 4005L Speed Dry UV Acrylic Clear 16oz,,16.25,Fixed,,DEFAULT,12.38,705002040534,4005L-P,,3,,No,No
TXEA599AV9KQC,Auto-Air 4007 Cleaner 4oz,,4.80,Fixed,,DEFAULT,2.50,717893440072,4007-04,Upgrade To 5618 Cleaner,38,,No,No
RFYTXQ0KW9GA8,Auto-Air Cleaner 32oz,,38.00,Fixed,,DEFAULT,8.65,717893340075,4007-32,Upgrade To 5618 Cleaner,21,,No,No
C3GNDM941ZT8R,One Shot Hardener 16oz,,47.95,Fixed,,DEFAULT,25.93,807350009437,4007-PT,Upgrade To 5618 Cleaner,-6,,No,No
YKGKJXRP4DD3Y,Auto-Air 4008 Restorer 4oz (Interchangeable with 5619-04),,5.95,Fixed,,DEFAULT,3.09,717893440089,4008-04,,,,No,No
GS5K2MKM65FFE,One Shot Fast Dry Gold Size,,20.95,Fixed,,DEFAULT,11.15,807350011164,4008L-HP,,,,No,No
V7H9GMYVNMF7W,Auto-Air 4010 Flash Reducer Medium 4oz,,4.85,Fixed,,DEFAULT,3.00,,4010-04,,15,,No,No
PGWNESEPFCRB4,"3M 120 PSA GOLD 2¾""x40yd",,34.88,Fixed,,DEFAULT,0.00,,40120,,,,No,No
E26EJ2BC4HBYC,One Shot 4015 Speed Dry UV Acrylic Clear MATTE/Satin 16oz,,23.25,Fixed,,DEFAULT,12.37,807350011171,4015L,,4,,No,No
P601NKYQ4YVSR,One Shot Speed Dry UV Acrylic Clear Matte 32oz,,41.50,Fixed,,DEFAULT,20.85,,4015L-Q,,,,No,No
9HATJQ9GHKNRY,Astro HVLP Mini Gravity Feed w/Alum.Cup,,148.00,Fixed,,DEFAULT,0.00,,AS4020-08,,1,,No,No
Y8WV1HQTA6WX8,Astro HVLP Gravity Feed 1.00MM W/Aluminum Cup,,148.00,Fixed,,DEFAULT,0.00,,4020-1,,,,No,No
W8G8BDQM0JP8Y,"Mack 4031 #½"" Soft Fitch",,9.20,Fixed,,DEFAULT,4.83,4031-SOFT,4031-1/2,,-11,,No,No
MFSFFY18DZNF4,"Mack 4031 #¼"" Soft Fitch",,4.80,Fixed,,DEFAULT,2.73,4031-SOFT,4031-1/4,,-14,,No,No
8AM1SH2AW0F5M,"Mack 4031 #¾"" Soft Fitch",,17.40,Fixed,,DEFAULT,0.00,4031-SOFT,4031-3/4,,-4,,No,No
YCTJD91XZHCRA,"3M 320 PSA GOLD 2¾""x40yd",,34.88,Fixed,,DEFAULT,0.00,,40320,,,,No,No
X8T6X4NZ86AGY,Mack 4039 #1 Angular Fitch,,24.00,Fixed,,DEFAULT,0.00,4039-ANGULAR,4039-1,,-4,,No,No
EP5JN5TFV4HHR,"Mack 4039 #¼"" Angular Fitch",,6.60,Fixed,,DEFAULT,0.00,4039-ANGULAR,4039-1/4,,-4,,No,No
