Clover ID,Name,Alternate Name,Price,Price Type,Price Unit,Tax Rates,Cost,Product Code,SKU,Modifier Groups,Quantity,Labels,Hidden,Non-revenue item
VG8XGM6E80MVC,FBS PT-43 Performance Tape 1/8,,8.45,Fixed,,DEFAULT,0.00,620314487108,48710,,,,No,No
XTEPQCSSA8FMG,FBS PT-43 Performance Tape 1/16,,7.50,Fixed,,DEFAULT,0.00,620314487054,48705,,,,No,No
D7Y3VJQW4YD7E,FBS PT-43 Performance Tape ¼,,10.99,Fixed,,DEFAULT,0.00,620314487207,48720,,-131,,No,No
BR4SVDNGW7BST,FBS PT-43 Performance Tape ½,,13.50,Fixed,,DEFAULT,0.00,620314487306,48730,,-36,,No,No
JQ64WAQ5WCTC0,Scotch Brite Red General Purpose,,1.25,Fixed,,DEFAULT,0.00,,7447,,,,No,No
5R6QM39AWEXG6,Scotch Brite Grey Ultra Fine,,1.25,Fixed,,DEFAULT,0.00,,7448,,,,No,No
YVAJGJDQX1XQ0,Scotch Brite Pad Red General Purpose 20/box,,18.95,Fixed,,DEFAULT,0.00,30051131074478,7447B,,-41,,No,No
DKN4SHKY272YG,Scotch Brite Pad Grey Ultra Fine 20/box,,26.36,Fixed,,DEFAULT,0.00,30051131074485,7448B,,-18,,No,No
V02DA7ZQ2X83R,Badger 100LG Airbrush w/ Fine Head & Plastic Box,,68.95,Fixed,,DEFAULT,51.68,,100-5,,,,No,No
X7Z3Q320C7YM2,Freak Flex Set of 60,,120.00,Fixed,,DEFAULT,0.00,,13-SET,,,,No,No
9F6F7S191NAWP,Badger Model 250 Airbrush Set (Special Order),,28.00,Fixed,,DEFAULT,0.00,,250-1-Set,,,,No,No
XBZ6DCYS6769P,Badger 8 Foot Vinyl Hose,,8.95,Fixed,,DEFAULT,0.00,,50-0011,,,,No,No
5STBJSHBDCY94,Badger Model 200 Needle Chuck,,2.95,Fixed,,DEFAULT,0.00,,50-010,,,,No,No
9YX5YNYHY8MSY,Handle For #200 (Aluminum),,7.50,Fixed,,DEFAULT,0.00,,50-011,,,,No,No
9Z0ZA0K9302F4,Badger 200 Heavy Needle (older models),,4.75,Fixed,,DEFAULT,0.00,,50-0171,,,,No,No
J61MG6AC1VG6Y,Badger 200 Fine Needle,,4.75,Fixed,,DEFAULT,0.00,,50-0172,,,,No,No
SFT1HXFQSF6VP,Badger Fine  Needle (200),,4.25,Fixed,,DEFAULT,0.00,047459501733,50-0173,,,,No,No
6ZTGCBMWZQZMM,Badger Medium Needle (200),,4.25,Fixed,,DEFAULT,0.00,047459501740,50-0174,,2,,No,No
39ZZ1JSTAF84E,Badger model 100 BODY ONLY w/ Bearing,,38.95,Fixed,,DEFAULT,0.00,,50-034,,,,No,No
Q9ZZ8031Z9FKW,Badger Shell-Model 150 w/ Needle Bearing,,43.50,Fixed,,DEFAULT,16.53,,50-035,,,,No,No
6SH0GV0KKRVBW,Badger 150 Needle Tube Spring,,1.65,Fixed,,DEFAULT,0.00,,50-0444,,,,No,No
ER68AJDTJNEV0,Badger 350 Heavy Tip,,5.60,Fixed,,DEFAULT,0.00,,50-0762,,,,No,No
89KK1Z2CFA8HA,Badger 350 Heavy Needle,,7.45,Fixed,,DEFAULT,0.00,,50-0812,,,,No,No
J6A6PN7RZNGA8,Badger 350 Needle Assembly Fine,,15.20,Fixed,,DEFAULT,0.00,,50-082,,,,No,No
7DN0NM600SP0T,In Jar Paint Filter,,4.50,Fixed,,DEFAULT,0.00,,50-2016,,,,No,No
HDXR93VNF4PC0,Badger 33mm Jar adaptor,,3.25,Fixed,,DEFAULT,0.00,,50-208M,,,,No,No
4KQZ6A8GAV9NW,Badger 3oz Plastic Jar w/ plain lid (box of 6),,13.95,Fixed,,DEFAULT,8.17,,51-0054B,,,,No,No
EPAZ9VDSAFGKC,Badger Siphon Tube For 2-4oz Bottles,,2.15,Fixed,,DEFAULT,0.00,047459519608,51-0096,,-4,,No,No
Z3DJTVE7G8ZJ2,Badger Empty Plastic Airbrush Case,,10.00,Fixed,,DEFAULT,0.00,,B-Case,,,,No,No
0MYWGGP52C2AY,Badger Gasket For 20mm Jar Adaptor (3pk),,3.15,Fixed,,DEFAULT,0.00,047459511121,R2-012,,,,No,No
W40DGPWXTCBZA,Badger Renegade 20mm 1oz Glass Jar for Spirit,,3.15,Fixed,,DEFAULT,0.00,047459511602,R2-060,,,,No,No
5EQNABFJMDZ9C,Badger 20mm Jar Adaptor For Spirit,,7.90,Fixed,,DEFAULT,3.12,047459511619,R2-061,,,,No,No
JGFEKECHZJ3AE,Vega 2000 Fine Airbrush,,57.95,Fixed,,DEFAULT,40.76,,T61-1,,-4,,No,No
QN2EQ1CWWW6V2,Vega 2000 Medium Airbrush,,57.95,Fixed,,DEFAULT,40.76,766854906133,T61-3,,-13,,No,No
RZSYDBKWHATY8,Vega 2000 Large Airbrush,,57.95,Fixed,,DEFAULT,0.00,,T61-5,,-9,,No,No
31CV3KZNSZ7ZP,Omni Handle 3000TT,,6.85,Fixed,,DEFAULT,0.00,,T674,,,,No,No
KH9EKQDGCEY8E,Omni Adjusting Screw 3000TT,,3.40,Fixed,,DEFAULT,0.00,,T6741,,,,No,No
45T9JM00YRYPP,Vega Nailair Airbrush Only,,99.95,Fixed,,DEFAULT,0.00,,T85,,,,No,No
10C9CW2PK0VR2,Vega Nailair Airbrush Kit,,114.95,Fixed,,DEFAULT,52.80,,T85K,,,,No,No
6DK7K79ZT518M,Grex Quick Connect Coupler & Plug for Airbrush/Hose,,18.95,Fixed,,DEFAULT,8.50,660292120482,AD3,,-157,,No,No
57S0CZ9RJBCN0,"Grex Adapter, 1/8""M to 1/8""M",,4.99,Fixed,,Default,1.20,660292120802,AD5,,-24,,No,No
QMKG62FD9P488,"Grex Adapter, 1/8""F to 1/4""M",,4.99,Fixed,,Default,1.20,660292120819,AD6,,,,No,No
RK1CT66KK6JDT,Grex Quick Connect Plug,,4.99,Fixed,,DEFAULT,1.60,660292120826,AD9,,,,No,No
Z0NFHQ5YVCM68,Grex Genesis .3mm Gravity Feed Airbrush,,168.00,Fixed,,DEFAULT,103.00,,Genesis.XGi3,,-2,,No,No
JZ8KRFPVN1W58,Grex Genesis .3mm Side Feed Airbrush,,168.00,Fixed,,DEFAULT,103.00,,Genesis.XSi3,,,,No,No
724KEDQVABSFW,Grez AG Series 150 Hi Octane Yellow 2oz,,7.95,Fixed,,DEFAULT,4.80,,GXAG-150,,,,No,No
ETFRSQY1SABD2,Grez AG Series 151 Crystal Caramel 2oz,,7.95,Fixed,,DEFAULT,4.80,,GXAG-151,,,,No,No
T8NWTH1DCA4WP,Grez AG Series 153 Dark Rum 2oz,,7.95,Fixed,,DEFAULT,4.80,,GXAG-153,,,,No,No
HH83YQE7AXKTY,Grez AG Series 154 Dragon's Blood 2oz,,7.95,Fixed,,DEFAULT,4.80,,GXAG-154,,,,No,No
3Z2Z9VFNREA48,Grez AG Series 155 Smoke Monster Gray 2oz,,7.95,Fixed,,DEFAULT,4.80,,GXAG-155,,,,No,No
CRKRPH6PCS9E4,Grex Airbrush Holder,,18.95,Fixed,,DEFAULT,9.60,660292120901,HD-1,,,,No,No
SPVA727KSQ80R,Grex Tritium TG .3mm Trigger Style Airbrush,,209.00,Fixed,,DEFAULT,129.00,,TG3,,,,No,No
N1QK1F9QEDSQC,2 Way on/off Valve by Medea,,39.95,Fixed,,DEFAULT,22.18,,012-004,,-1,,No,No
8GHYTNZ5CN5MA,Iwata/Medea Female 1/4 Quick Disconnect,,9.95,Fixed,,DEFAULT,0.00,,012-010,,-4,,No,No
2MGHSNDC7EHS6,Iwata LPH-100 1.2mm Spray Gun,,405.00,Fixed,,DEFAULT,304.29,,5362,,,,No,No
S9ZK62KJYX8D4,Iwata 2 Gun Kit w/LPH400LV & LPH400 LVB,,795.00,Fixed,,DEFAULT,0.00,,5583,,,,No,No
GDJ7HKTN7ZYP8,Cup Holder Kit for LPH/W400,,15.00,Fixed,,DEFAULT,11.34,,6042,,-1,,No,No
2CYPWJTF6DDJA,Medea Cleaner 4oz,,2.50,Fixed,,DEFAULT,1.11,734748500439,6-500-04,,,,No,No
8SBWW77V39R2R,Medea Cleaner 8oz,,3.25,Fixed,,DEFAULT,1.58,734748500446,6-500-08,,-39,,No,No
2013WHJAVAZ5R,Medea Cleaner 16oz,,4.95,Fixed,,DEFAULT,2.06,734748500453,6-500-16,,-63,,No,No
N71KQKTNZS07Y,Medea Cleaner 32oz,,7.25,Fixed,,DEFAULT,2.85,734748500460,6-500-32,,,,No,No
0VFDY3K0V1XQC,Iwata Needle Cap C/BC,,4.50,Fixed,,DEFAULT,0.00,,734748111024,,-17,,No,No
WMBS2N730F32P,Iwata Air Gauge only,,10.40,Fixed,,DEFAULT,0.00,,8031-B,,-1,,No,No
6RR8039FAD06A,3 OZ. COVER ASSEMBLY,,4.25,Fixed,,DEFAULT,0.00,,VL3,,,,No,No
4MAMA2HJS2KRM,Badger Hose to Paasche Airbrush Adaptor,,2.50,Fixed,,DEFAULT,2.00,026614061374,M-66,,-4,,No,No
N4BQDY4RWPQZ6,Paasche 1/2oz Plain Cover w/ Gasket,,0.50,Fixed,,DEFAULT,0.32,,H-165,,,,No,No
8GZSM9D6KJ1JP,Paasche 1/4 oz. LEFT HAND Metal Color Cup,,7.95,Fixed,,DEFAULT,3.18,,HL-1/4-OZ,,,,No,No
G3S2SNG181NQG,"Paasche 1/8"" - 1/4"" - 40 Coupling",,3.95,Fixed,,DEFAULT,1.58,026614030097,AC-20,,-1,,No,No
DXXZ38PYG3GR2,Paasche 5lbs Fast Cutting,,15.95,Fixed,,DEFAULT,11.25,026614031506,AEX-5,,-1,,No,No
JTDKP1APGDXKR,Paasche 6oz Fast Cutting,,3.50,Fixed,,DEFAULT,2.63,026614031513,AEX-6,,-3,,No,No
3SEK2R2JMP236,Paasche 6OZ Medium Compound,,4.00,Fixed,,DEFAULT,3.13,026614031407,AE-6OZ,,-2,,No,No
RFSQCK2SAP1BP,Paasche 6oz Slow Compound,,4.00,Fixed,,DEFAULT,2.98,026614082317,SS0-6,,-2,,No,No
5A8HJYDX05RKM,Paasche 6oz Slow Cutting Compound,,4.00,Fixed,,DEFAULT,3.38,,SSO-6,,,,No,No
726VDM42VSCR6,Paasche Air Eraser Fast Cutting Compound 25lbs.,,62.95,Fixed,,DEFAULT,39.00,,AEX-25,,,,No,No
MS2YWPACPM7C8,Paasche Air Eraser Tip,,7.95,Fixed,,DEFAULT,3.52,,AEC-34,,,,No,No
RNR0V2SD44YZE,Paasche Ball Bearing Assembly,,93.75,Fixed,,DEFAULT,60.00,,BE-164,,,,No,No
YN2QPSVEEE4BP,Paasche Braided Hose 10' w/ In-Line Moisture Trap,,24.95,Fixed,,DEFAULT,13.00,,A-1/8-10M,,,,No,No
YARY0QQ1HZQ4W,Paasche Braided Hose 15' w/ In-Line Moisture Trap,,26.95,Fixed,,DEFAULT,15.00,,A-1/8-15MT,,-1,,No,No
XRW65AMP9JH1W,Paasche Braided Hose 25' w/ In-Line Moisture Trap,,31.95,Fixed,,DEFAULT,20.60,026614021118,A-1/8-25MT,,-8,,No,No
X96QDSRSTT8K4,Paasche Braided Hose 6' w/ In Line Moisture Trap,,20.95,Fixed,,DEFAULT,11.22,,A-1/8-6M,,,,No,No
YZWGAERGZD07T,Paasche Deluxe Plastic Case,,19.50,Fixed,,DEFAULT,11.48,,P-186,,,,No,No
K7TV28NMG2RXC,Paasche Fan Pulley,,15.63,Fixed,,DEFAULT,10.00,,AK22-5/8,,,,No,No
W4FNSC1MJ48EJ,Paasche Fan Shaft,,18.75,Fixed,,DEFAULT,12.00,,BE-106,,,,No,No
M31E1K5E2GV5M,Paasche Filter Spray Booth Floor Type 4' x 7',,1950.00,Fixed,,DEFAULT,0.00,,FABF-4,,,,No,No
XVSTQE70RZWB4,Paasche Gasket,,1.00,Fixed,,DEFAULT,0.00,,50-1596,,,,No,No
99MRBWMBEX38T,Paasche H #1 Airbrush Only,,36.95,Fixed,,DEFAULT,21.60,,H#1L,,-7,,No,No
5RH18KF4RVD3P,Paasche H #1/#3 Needle,,5.50,Fixed,,DEFAULT,2.78,026614152959,HN-1,,-28,,No,No
YKV7D730S0MX6,Paasche H #3 Airbrush Only,,36.95,Fixed,,DEFAULT,22.40,026614000298,H#3L,,,,No,No
WHSFY7TWQC248,Paasche H #5 Airbrush Only,,36.95,Fixed,,DEFAULT,22.40,026614000304,H#5L,,,,No,No
RTQA2Y7T81HME,Paasche H 1/4oz Metal Side Cup,,5.25,Fixed,,DEFAULT,2.38,026614053874,H-1/4-OZ,,,,No,No
CYJ7ATHJ8NG9W,Paasche H Air Cap #1,,2.95,Fixed,,DEFAULT,2.02,,HC-1,,-10,,No,No
4757K691TDM32,Paasche Head Protecting Cap,,2.50,Fixed,,DEFAULT,0.00,,MIL-8,,,,No,No
4PSMG4MVG8F2G,Paasche HL-3/16-10' 1/4 to 1/4 10' Hose,,15.00,Fixed,,DEFAULT,0.00,,HL-3/16-10,,,,No,No
3Y56D6VSY1KYR,Paasche Hobby Shop Spray Booth,,247.95,Fixed,,DEFAULT,179.50,026614140499,HSSB-22-16,,-5,,No,No
YDGBHR01132Q6,Paasche HS 1oz Bottles,,4.25,Fixed,,DEFAULT,2.86,026614058664,HS-1-OZ,,-121,,No,No
5YDXNKY5E31EJ,Paasche HS Cover Assembly (only) 33mm,,5.25,Fixed,,DEFAULT,0.00,,HS1,,,,No,No
D70CTV889T4ME,Paasche HS Single Action Airbrush Set,,59.50,Fixed,,DEFAULT,42.40,026614058725,HS-SET,,-23,,No,No
90H2J387SR6WT,Paasche Leisure Taning 64oz,,72.00,Fixed,,DEFAULT,37.50,,LT10-64,,,,No,No
E2YTZ260N9SC8,Paasche Leisure Tanning Solution 12% DHA 32oz,,48.00,Fixed,,DEFAULT,22.50,,LT12-32,,,,No,No
A7MN4FPV02GYE,Paasche Mini Sprayer 1.02mm,,26.46,Fixed,,DEFAULT,8.75,026614019078,62-1-3,,-2,,No,No
832ESBS4315MT,Paasche Motor Pulley,,15.63,Fixed,,DEFAULT,10.00,,AK26-1/2,,,,No,No
V0F4E4JNB3KSE,Paasche Paint Picker Air Cap #3,,6.42,Fixed,,DEFAULT,2.38,026614142028,PP-3,,-2,,No,No
0P5ADAP9DQWXC,Paasche Paint Picker Air Cap #5,,6.42,Fixed,,DEFAULT,2.38,,PP-5,,,,No,No
FFCA6MDR0QPTJ,Paasche Plastic Siphon Bottle 8oz,,7.49,Fixed,,DEFAULT,3.40,,VLP-8-OZ,,-1,,No,No
NP65VP9KF7FM8,Paasche Quick Disconnect w/ Mini Air Control Valve Paasche,,26.95,Fixed,,DEFAULT,0.00,,QDA-P,,,,No,No
4SBYMT4VK1GMG,Paasche Regulator/Moisture Filter,,28.95,Fixed,,DEFAULT,14.70,026614130292,R-75,,-22,,No,No
1BTMKE4G0CA52,Paasche Slow Cutting Compound 1-1/2lb,,13.20,Fixed,,DEFAULT,8.75,,SSO-2,,,,No,No
T6T6QN8GXXACW,Paasche Spray Booth W/B18 & 1/4-1-EXP,,1595.00,Fixed,,DEFAULT,1276.00,,EBF-5-E1,,,,No,No
88CFAY8R6WDSE,Paasche Talon Gravity Cup Lid,,4.50,Fixed,,DEFAULT,2.10,,TAL-4,,,,No,No
7V2XRH0C4H8X4,Paasche V #2 Tip,,5.50,Fixed,,DEFAULT,2.24,,VT-2,,-2,,No,No
8JXRE7V7H7D4T,Paasche V Aircap 1,,3.50,Fixed,,DEFAULT,2.34,,VA-1,,,,No,No
4VJVR5AVYPXQG,Paasche V Aircap 2,,3.50,Fixed,,DEFAULT,2.34,,VA-2,,,,No,No
N1EC8SN8AFGXR,Paasche V Aircap Body,,7.95,Fixed,,DEFAULT,3.18,,VB,,,,No,No
EGRQN357V2E5C,Paasche V Belt,,10.00,Fixed,,DEFAULT,5.60,,4L-280,,,,No,No
NP4X760B13G2R,Paasche V Fine Needle,,5.50,Fixed,,DEFAULT,2.24,,VN-1,,,,No,No
GWF87YD7GFZNT,Paasche V Fine Tip,,5.50,Fixed,,DEFAULT,2.24,,VT-1,,,,No,No
34KD30XQYQX2J,Paasche V Needle #2,,5.50,Fixed,,DEFAULT,2.24,,VN-2,,,,No,No
XZGW61XZR7Z5C,Paasche V Needle Packing O-Ring,,2.50,Fixed,,DEFAULT,1.20,,V-83,,,,No,No
XNKHKMAVZXJ08,Paasche VL #1 Airbrush Only,,51.00,Fixed,,DEFAULT,34.00,,VL#1L,,-6,,No,No
YY62XTX54GJCC,Paasche VL #3 Airbrush Only,,51.00,Fixed,,DEFAULT,34.40,026614000502,VL#3L,,,,No,No
NQ2JD7V9RSKY4,Paasche VL #5 Airbrush Only,,51.00,Fixed,,DEFAULT,34.40,026614000519,VL#5L,,-18,,No,No
N67QH3R4QKN6T,Paasche VL Air Valve Nut,,1.10,Fixed,,DEFAULT,0.84,,A-23A,,-7,,No,No
FPPCH3PEHCY80,Paasche VL Packing Nut,,1.85,Fixed,,DEFAULT,1.98,,MU-62,,,,No,No
RSS90106296S2,Paasche VL Plastic 8oz Bottles,,6.25,Fixed,,DEFAULT,0.00,,VLP-8-OZold,,-4,,No,No
HPHRM15SXX3XC,Paasche VLST Pro #3 Airbrush ONLY Less Accessories,,57.00,Fixed,,DEFAULT,39.00,026614137222,VLSTPRO#3L,,-3,,No,No
1SZS45VW92EWA,Tamiya Spray Work HG II Airbrush,,147.00,Fixed,,DEFAULT,0.00,74527,74527,,,,No,No
81VZKZCQZ7W4E,Tamiya Balance Weight,,28.95,Fixed,,DEFAULT,0.00,7807012,7807012,,,,No,No
K9P15QAZGJVXW,Tamiya Cup and Lid Metal,,52.95,Fixed,,DEFAULT,0.00,7807028,7807028,,,,No,No
ZCJSJETF9CNJA,Tamiya Pipette Set,,6.95,Fixed,,DEFAULT,0.00,78124,78124,,,,No,No
XEANEZNMEM0XE,Tamiya Surfacer/Primer 180ml,,9.75,Fixed,,DEFAULT,4.55,87044,87044,,,,No,No
HPBQW20ZMT706,Tamiya Surface Primer FINE ( Light Gray) 180 ml,,9.25,Fixed,,DEFAULT,4.55,87064,87064,,,,No,No
22STH9T6SRTYE,Tamiya Liquid Primer Surfacer 23ml,,2.50,Fixed,,DEFAULT,2.00,87096,87096,,,,No,No
6J6KZH548RV90,Empty Tamiya Bottle 23 ml,,1.45,Fixed,,DEFAULT,0.00,TAMIYA23,TAMIYA23,,,,No,No
51GKZ4JGYBSTY,Rattle Bomb Kandy Warm Beer 12oz,,15.99,Fixed,,DEFAULT,0.00,,,,-1,,No,No
XFH7N2HT4DFW6,Roth Pearl Factory Luma Eyes 1oz,,15.99,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF112S,,,,No,No
58FJ4861HK76C,Roth Pearl Factory C-Foam 1oz,,15.99,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF105S,,,,No,No
EA4DR97KFFW00,Roth Pearl Factory Jade Idol 1oz,,15.99,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF110S,,,,No,No
SKAJQFG71V75M,Roth Pearl Factory Agent Orange 1oz,,15.99,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF100S,,-1,,No,No
N2182YWJNAARW,Roth Pearl Factory Custard Pie 1oz,,15.99,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF106S,,-2,,No,No
CJPXTNERX11G6,Roth Pearl Factory Orgasmic White 1oz,,15.99,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF113S,,-2,,No,No
6R4WJRMSFJMGM,Roth Pearl Factory La La Lavander 1oz,,15.99,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF111S,,,,No,No
3M5Q787MW7B42,Roth Pearl Factory Stan Mouse Brown 1oz,,15.99,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF118S,,,,No,No
AR5EHKSYR3R0C,Roth Pearl Factory Tropi Kali 1oz,,15.99,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF120S,,-1,,No,No
Z66VVFXWMN428,Roth Pearl Factory Tweeka Sunrise 1oz,,15.99,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF121S,,,,No,No
VA2DEQDESDXA0,Roth Pearl Factory Beatnik Purple 1oz,,15.99,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF103S,,,,No,No
7K0TTD9WRVCYR,Roth Pearl Factory Gun Metal Gray 1oz,,15.99,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF109S,,-1,,No,No
SK3EBVTS9WB4Y,Roth Pearl Factory Alien 1oz,,15.99,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF101S,,,,No,No
AEZE91V155X42,Roth Pearl Factory Sazzy  1oz,,15.99,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF116S,,,,No,No
Z6X7P2DW2X4Q6,Roth Pearl Factory Texas-T 1oz,,15.99,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF119S,,,,No,No
YS8KTGSZJC8VA,Roth Pearl Factory Slither Green 1oz,,15.99,Fixed,,DEFAULT,0.00,PEARL FACTORY,ROF117S,,,,No,No
RSPVMQEWTMEGA,Roth Pearl Factory Bitchin' Blue 1oz,,15.99,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF104S,,-6,,No,No
M7QV0PBJTVEJ2,Roth Pearl Factory Dog Pecker Pink 1oz,,15.99,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF107S,,-1,,No,No
BXETV5FM6KP5J,Roth Pearl Factory Yellow Fang 1oz,,15.99,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF123S,,-1,,No,No
0JMJCBD3R5272,Roth Pearl Factory Gambino Gold 1oz,,15.99,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF108S,,,,No,No
YQZFR3W3EG04E,Roth Pearl Factory Penny Pincher 1oz,,15.99,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF114S,,,,No,No
5NJFWB4GJN1TT,Roth Pearl Factory Pucker Pink 1oz,,15.99,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF115S,,,,No,No
6VRCEYXV7WHEM,Roth Pearl Factory Bad Azzz Blue 1oz,,15.99,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF102S,,,,No,No
8XTBRP8BK9SKP,Roth Pearl Factory Luma Eyes 2oz,,29.90,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF212S,,,,No,No
EBAGNFBYE1954,Roth Pearl Factory C-Foam 2oz,,29.90,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF205S,,,,No,No
CS4JCHSNKHSF6,Roth Pearl Factory Jade Idol 2oz,,29.90,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF210S,,-1,,No,No
V9ETFSWJ17BXR,Roth Pearl Factory Agent Orange 2oz,,29.90,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF200S,,,,No,No
YDV9WDNC0CSKA,Roth Pearl Factory Custard Pie 2oz,,29.90,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF206S,,-1,,No,No
XMM87Y61B2NW4,Roth Pearl Factory Orgasmic White 2oz,,29.90,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF213S,,,,No,No
4FB1DZ47ZNKSE,Roth Pearl Factory La La Lavander 2oz,,29.90,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF211S,,,,No,No
A7FGMKV6R6TWJ,Roth Pearl Factory Stan Mouse Brown 2oz,,29.90,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF218S,,,,No,No
1DXNYYCBQ9ADE,Roth Pearl Factory Tropi Kali 2oz,,29.90,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF220S,,,,No,No
0EZX1VHQV6JAJ,Roth Pearl Factory Tweeka Sunrise 2oz,,29.90,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF221S,,,,No,No
Y6MN3XNQ423X0,Roth Pearl Factory Beatnik Purple 2oz,,29.90,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF203S,,-2,,No,No
AWHXE0BH2YRD8,Roth Pearl Factory Gun Metal Gray 2oz,,29.90,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF209S,,,,No,No
NC4S80S530JYM,Roth Pearl Factory Alien 2oz,,29.90,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF201S,,,,No,No
8PJ2FNJJ2NMFJ,Roth Pearl Factory Sazzy  2oz,,29.90,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF216S,,-1,,No,No
4YZAP49XWSRQT,Roth Pearl Factory Texas-T 2oz,,29.90,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF219S,,,,No,No
AB570RX7Z54WG,Roth Pearl Factory Slither Green 2oz,,29.90,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF217S,,,,No,No
S765C66ZAJXZR,Roth Pearl Factory Bitchin' Blue 2oz,,29.90,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF204S,,,,No,No
BFSRNA2NS9ST8,Roth Pearl Factory Dog Pecker Pink 2oz,,29.90,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF207S,,,,No,No
JWXDGGXNTBYWR,Roth Pearl Factory Yellow Fang 2oz,,29.90,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPS223S,,,,No,No
FSCKDE887XCGA,Roth Pearl Factory Gambino Gold 2oz,,29.90,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF208S,,,,No,No
KFXKG630YTAW2,Roth Pearl Factory Penny Pincher 2oz,,29.90,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF214S,,,,No,No
Q5S8MZAAVDS02,Roth Pearl Factory Pucker Pink 2oz,,29.90,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPS215S,,-1,,No,No
5K8F8041B95VC,Roth Pearl Factory Bad Azzz Blue 2oz,,29.90,Fixed,,DEFAULT,0.00,PEARL FACTORY,RPF202S,,-2,,No,No
HG8X7TKE320TC,Roth PF DIAMOND Pearl Bastardly Blue 2oz,,56.90,Fixed,,DEFAULT,0.00,PF DIAMOND,RPF200D,,,,No,No
BRYPBJP3A6T66,Roth PF DIAMOND Pearl Snocaine 2oz,,56.90,Fixed,,DEFAULT,0.00,PF DIAMOND,RPF209D,,-1,,No,No
K9WYWW37DFA4E,Roth PF DIAMOND Pearl Gold Chain 2oz,,56.90,Fixed,,DEFAULT,0.00,PF DIAMOND,RPF206D,,,,No,No
5MJDE5GMMKGJW,Roth PF DIAMOND Pearl Freekin' Fuschia 2oz,,56.90,Fixed,,DEFAULT,0.00,PF DIAMOND,RPF203D,,,,No,No
YHAC182GVRSR4,Roth PF DIAMOND Pearl Twi-Lite Rose 2oz,,56.90,Fixed,,DEFAULT,0.00,PF DIAMOND,RPF210D,,,,No,No
TXFVWP2ND047G,Roth PF DIAMOND Pearl Gang Green 2oz,,56.90,Fixed,,DEFAULT,0.00,PF DIAMOND,RPF205D,,,,No,No
87FDHGPHBA3P2,Roth PF DIAMOND Pearl Elixer 2oz,,56.90,Fixed,,DEFAULT,0.00,PF DIAMOND,RPF213D,,,,No,No
SC3P4VF0ECPGT,Roth PF DIAMOND Pearl Black-I-Blue 2oz,,56.90,Fixed,,DEFAULT,0.00,PF DIAMOND,RPF201D,,,,No,No
9H1Y1BCZND8M6,Roth PF DIAMOND Pearl Galaxy Grenade 2oz,,56.90,Fixed,,DEFAULT,0.00,PF DIAMOND,RPF204D,,,,No,No
RJ86PBFX16NTJ,Roth PF DIAMOND Pearl Wino 2oz,,56.90,Fixed,,DEFAULT,0.00,PF DIAMOND,RPF212D,,-1,,No,No
